polling_place_text_name,Count
4-H Building Ward 3.2,664
4 Fairgrounds - Pct. 11 & 12,1743
"4 H Building, Sheridan Co",1546
41 Lawrence Union Pacific Depot (Visitor Center),1754
43/70 Theatre Lawrence,2343
44/64 Lawrence Heights Church,1428
45/49 St Margaret's Episcopal Church,3907
47 Good Shepherd Lutheran Church,663
4H Community Building,963
4H/Senior Citizens Center,2079
5 Fairgrounds - Pct. 13 & 14,1557
50/54 Eudora Community Center,3028
51 Clinton Presbyterian Church,593
52 Eudora City Hall,744
53 Eudora Baptist Church,1754
55 Grant Twp Comm Center,307
56 Kanwaka Twp Hall,1285
57/58 Lecompton Community Building,1266
59 Marion Twp Hall,673
6 Fairgrounds - Pct. 15 & 16,1731
60/62 Lumberyard Arts Center,2732
61 Lighthouse Baptist Church,1690
63 Vinland Valley Community Church,1004
66/69 1st Church of the Nazarene,1585
67 Willow Springs Twp Hall,1268
7 Fairgrounds - Pct. 17 & 18,1335
74 Sports Pavilion Lawrence,3001
8 Fairgrounds - Pct. 19 & 20,1422
9 Fairgrounds - Pct. 21 & 22,2687
920 Building,826
Abbyville Community Center,134
Abdallah Shriners,1395
AbilityPoint,2628
Abundant Life Church,2931
Admin Bldg Fair Grounds,2207
Advent Lutheran Church,3505
Air Terminal,1708
Aldersgate United Methodist Church,2082
Alexandria Twp Fire Stat.,682
Alford Library,2759
Alma Community Center,1511
Almena Community Center,352
"Almena Community Center-Harrison-04.10,04.11",8
Alvin E Morris Admin Center,3421
American Legion 153 of Olathe,2198
American Legion 370 of Overland Park,1061
American Legion Building,160
"American Legion Hall, Glen Eld",377
American Legion of Agra,712
Americus Community Center,994
Andale High School,1457
Anderson Co Annex,852
Anderson County Community Bldg,2183
Andover St. Vincent's,6330
Annunciation Cigna Center,1042
Antioch Church,3043
Arcadia Community Center,325
Argonia Community Bldg,699
Arlington Community Center,531
Arts and Heritage Center,9466
Asbury United Methodist Church,6235
Ascend Church,6378
Ashland City Library,860
Ashland Community Center,127
Atonement Lutheran Church,2913
Attica Memorial Bldg.,569
Atwater Community Center,2012
Auburn Civic Ctr,1612
Auburn Comm Ctr,788
Augusta 1st United Methodist,4547
Augusta First Baptist,5150
Axtell American Legion,590
Barber County Ambulance Building,915
Barber County Annex Building,1925
Barnes Fire House,263
Basehor United Methodist Church,2148
Beech Elementary School,5322
Bel Aire City Building,3134
Bel Aire Rec Center,4130
Belle Plaine Community Center,2303
Belpre Community Bldg,165
Bennington Fire/EMS Station,1057
Bentley Senior Center,849
Berean Baptist,3059
Bern Comm Bldg - Bern City,127
Bern Comm Bldg - Gilman,120
Bern Comm Bldg - Nemaha,101
Bern Comm Bldg - Oneida City,33
Bern Comm Bldg - Washington,189
Berryton UMC,1624
Bethany Church of the Nazarene,962
Bethany Cottages,598
Bethel Baptist Ch,841
Bethel Comm Ch,597
Bethel Seventh-Day Adventist,1056
Bible Temple Baptist Church,1881
Big Creek Methodist Chapel,369
Bishop PDC,1769
Bison Community Center,320
Blue Mound Sr. Center,344
Blue Valley Library,2571
Blue Valley Methodist Church,1736
Bolton Township Building,1021
Bonner Springs Church of Nazarene,1412
Bonner Springs Family YMCA,3899
Boston Rec Center,4815
Brewster Pl,502
Buck Creek School,610
Bucklin Library,693
Buhler Fire Station,1350
Bunker Hill Fire Dept,414
Burden City Bldg,617
Burlingame Schuyler Community Center,1485
Burns Community Center,253
Burr Oak Community Center,428
Burrton Fire-EMS Station,908
CA/DA Peace Luth Parsh Church,410
Cadmus Grange Hall,648
Caldwell Community Bldg 1,995
Calvary Baptist Church,10754
Calvary Chapel Kansas City,2996
Caney City Hall - W1 P1,290
Caney City Hall - W1 P2,2
Caney City Hall - W1 P2 Exc A,2
Caney City Hall - W2 P1,283
Caney City Hall - W4 P1,346
Caney City Hall W3 P1,338
Canton Community Center,722
Capital City Ch,1101
Capitol Cty Comm Ch God,2200
Carbondale Community Bldg,1827
Carlton City Bldg,438
Cassoday Community Church,438
Castleton Township Hall,231
Catholic Parish Center,2340
Cawker City Clerk's Office,371
Cedar Creek Swim and Racquet Club,2597
Cedar Roe Library,1678
Cedar Vale Middle/High School - Commons Area,481
Celebration Centre,2658
Center Bethel Church,581
Center Christian Church,468
CenterPointe Community Church,3169
Centerville Comm. Bldg.,345
Central Christian Church,11543
Central Park Comm Ctr,1690
Central Resource Library,5933
Centralia Area Comm Bldg - Centralia-Home,275
Centralia Area Comm Bldg - Centralia-Illinois,49
Centralia Area Comm Bldg - Home,104
Centralia Area Comm Bldg - Neuchatel,83
Centropolis Township Hall,375
Cessna Elementary School,2751
Ch of Jesus Christ LDS,2409
Chapel Oaks SDA Church,6779
Chase County Community Building,1870
Chase Senior Center,571
Cheney Baptist Church,2497
Cherokee City Tornado Shelter,808
Cherokee Twp Hall (formally Clymore School),297
Cherry Street Wesleyan Church,2520
Chicopee Community Center,1326
Chisholm Trail Church of Christ,3410
Christ Community Church Leawood,2439
Christ Community Church of the Nazarene,2491
Christ Community Church Olathe,3336
Christ Luth Ch,1365
Christ Lutheran Church,2844
Christian Church (Sedgwick),1168
Church of Christ,1815
Church of Christ Hall,5745
Church of Jesus Christ of LDS,2619
Church Of The Harvest,1530
Church of the Magdalen,6129
Church Of The Nazarene,2589
Church of The Open Door,4599
Church of the Resurrection Leawood,3951
Church of the Resurrection West,4673
Cimarron 1 4-H Bldg,428
Cimarron 2 4-H Bldg,1245
Circle Grove School,1108
Circleville Christian Church,381
Citizen Potawatomi,1260
City Center Church,6140
City of Satanta Community Building,872
Civic Center - Precinct 4,347
Civic Center - Precinct 5,271
Civic Center - Precinct 6,150
Civic Center - Ward 1,701
Civic Center - Ward 2,1098
Civic Center - Ward 3,1207
Civic Connection,612
Clearwater Methodist Church,3388
Clifton American Legion,208
Clyde City Hall,632
Codell High School Building,115
Colby Event Center,5448
College Ave United Methodist,3318
College Church of the Nazarene,4362
Colonial Heights Church,5033
Colony City Hall,520
Columbian Hall 1,1413
Columbian Hall 2,21
Columbian Hall 3,18
Columbus Community Bldg,2197
Colwich Elementary School,1787
Community Bible Church,3657
Community Bldg - Baxter Springs,3606
Community Building,1742
"Community Building, Bushton",293
Community Center,710
Community Christian Church,5462
"Community Christian Church - Twp 1, Pct 1",234
"Community Christian Church - Twp 1, Pct 2",157
Community Christian Church - Twp 2,539
Community Christian Church - Ward 1,435
Community Christian Church - Ward 2,389
Community Christian Church - Ward 3,659
Community Covenant Church,5254
Concordia Elementary School Gym,3818
Copeland/GY Amb Bldg,222
Corinth Library,3115
Cornerstone Christian Church,374
Cornerstone Comm Ch,2695
Cornerstone Presbyterian Church,2731
Corning Comm Bldg- Red Vermillion,85
Corning Comm Bldg - Corning City,154
Corning Comm Bldg - Illinois,167
Country Acres Baptist,4748
Countryside Baptist Church,4762
Countryside Church Hall,4405
County Courthouse,1393
County Extension Office,3077
Courthouse-Election Day,1814
Courthouse-Mankato,1104
Courthouse Annex,4334
Courthouse Bsemnt Meeting,1724
Courthouse Lobby-Ctr 1- 05.01/05.06,445
Courthouse Lobby-Ctr 2-06.01/06.08,94
Courthouse Lobby-Highland 3-09.01/09.02,82
Courtland Comm. Center,526
Covenant Presbyterian Church,4924
Crestview Christian Church,4054
Crosspoint Ch,1528
CrossRoads Ch,1471
Crossroads Christian Church,4898
Crystalbrook Church 1st Pct 3rd Ward,735
Crystalbrook Church 1st Pct 4th Ward,924
Crystalbrook Church 2nd Pct 3rd Ward,34
Crystalbrook Church Indep. City 1st Pct 2nd Ward,244
Crystalbrook Church Indep. City 2nd Pct 2nd Ward,227
CS Methodist Fellowship Hall,1701
Cuba Comm. Center,383
Culver United Methodist Church,155
Cummings Christian Church,439
Cunningham Community Center,561
Cutler Township Community Building,623
Damar Community Center,146
Davies Volleyball Complex,3372
De Soto Community Center,1322
Deerfield Community Center,510
Delavan Community Bldg - Twp 7,168
Delavan Community Bldg - Twp 8,131
Delavan Community Bldg - Twp 9,244
Delaware Township Hall,1324
Delia Community Bldg,492
Delphos Senior Center,382
Denison Community Bldg,436
Derby Library,4107
Dexter City Building,403
Dillon Nature Center,1886
Dodge City Civic Center,9064
Dodge Elementary School,1422
Dotzour Community Center,745
Douglass Community Bldg,1686
Dover Comm Ctr,828
Downs Memorial Hall,771
Dresden Methodist Church,116
Dwest South Gym-Be,194
Dwest South Gym-De,206
Dwest South Gym-Se,171
Dwight Lamson Post 258 the American Legion,648
Dwight United Methodist Church- Twp 4,149
Dwight United Methodist Church - Twp 3,294
Earl Watson Community Center,4423
East Hess/4-H Bldg,239
East High School,2936
East Lake Volunteer Hall,660
East Point Church Of Christ,2319
East Side Baptist Ch,1177
Eastborough City Hall,654
Eastminster Presbyterian,2752
Eastmoor United Methodist Church,2176
EC/SH Ell-Saline Elem Sch,957
Edgemoor Rec Center,2509
Edgerton United Methodist Church,1998
Edna Community Senior Center,974
Edwardsville Christian Church,3116
Effingham Municipal Building,686
Eisenhower Recreation Center,3346
El Dorado Civic Center,5125
Elk City Community Building,389
Ellsworth American Legion,2099
Elm Grove Baptist Church,1246
Elwood Community Center,731
Emmanuel Baptist Church,2504
Emporia Presbyterian Church,2336
Emporia Recreation Center,1783
Emporia Senior Center,1992
EU/GY Gypsum Com Room,601
Eureka Public Library,2660
Evangel Presbyterian Church,3439
Evergreen Library,4259
Evidence Church,4933
Exodus Church,2412
F N B Annex & Community Center,434
FA/WS(400) Luth Parish Hl,219
Fair Building,1042
Fairlawn Nazarene Ch,1544
Fairmount Twp Fire Stat.,1584
Fairview Community Center,1269
Fairview Fire Station,719
Faith Bible Fellowship,1039
Faith Chapel Assembly of God,1240
Faith Community Church - Family Center,1406
Faith Evangelical Lutheran Church,2587
Faith United Church,360
Farlington Town Hall,428
Fellowship Bible Ch,542
Fellowship Bible Church,3290
Fellowship Olathe,1635
Fellowship West,3263
Finney County Library,1529
Fire Dist No.1 Fire Stat.,1625
Fire District #1 Fire Station,994
Fire District #5 Eskridge Station,1075
Fire District #9 Building,473
Fire Station 21,2386
First Assembly of God,2522
First Assembly of God Church,2723
First Baptist Ch,1944
First Baptist Church,9083
First Baptist Church - Basehor,2766
First Baptist Church - Leav,2419
First Baptist Church of Gardner,2407
First Baptist Church of Olathe,4528
First Baptist Church of Stilwell,2362
First Baptist Haysville,4662
First Christian Ch,959
First Christian Church,5604
First Congregational Ch,959
First Luth Ch,997
First Lutheran Church,2741
First Pentecostal Church,4346
First St. John Lutheran Church,621
First UMC,1449
First United Methodist Ch,2055
First United Methodist Ch*,372
First United Methodist Church,18944
Fisher Center,3040
Flint Hills Event Center,360
Florence John McKay American Legion Post 308,405
Fontana Methodist Church,444
Foote 4-H Bldg,55
Ford Community Church Fellowship Hall,229
Four Colonies Clubhouse 3,3050
Fowler Senior Center,618
Frontenac Senior Citizen's Center,2983
Fulton Community Bldg,657
Galena City Hall,2239
Galva Community Center,887
Garden Plain High School,1583
Garden Valley Church,4983
Gardiner Elementary School,3161
Gardner Church of the Nazarene,3299
Garfield Comm Ctr,895
Garfield Community Center,149
Gas Community Center,1300
Gateway,1616
Gathering Pl Ch,1310
Gaylord Community Center,299
GB Activity Center,2211
GB Recreation Center,1699
Geneseo 55+ Club,300
George J. Perry Armory,3066
Girl Scouts Office,2829
GL/OH/PV F D Station #3,634
Glasco Fire Department Meeting Room,420
Glenville Church,2077
God's Lighthouse of Prayer Church,435
Goddard District Conference Center,1980
Goddard Pathway Church,3417
Goessel City Building,1027
Goff Comm Center - Goff City,70
Goff Comm Center - Harrison-Goff,55
Goff Comm Center - Harrison-Kelly,79
Goff Comm Center - Reilly,79
Good Shepherd Episcopal Church,4048
Gorham Senior Center,401
Gove,148
Gove County Office Blgd,116
GR/09 First Christian Ch,3281
Grace Baptist Church,5034
Grace Church South Overland Park,2331
Grace Community Church,7285
Grace Community Church of the Nazarene,1645
Grace Covenant Presbyterian Church,2748
Grace Fellowship Church,3157
Grace Fellowship Church-Pct 12,969
Grace Fellowship Church-Pct 13,686
Grace Fellowship Church-Pct 4,821
Grace Fellowship Church-Pct 6,841
Grace Fellowship Church Parker Twp 1,211
Grace Fellowship Church Parker Twp 2,633
Grace Presbyterian Church,3333
Grace UMC,479
Grace United Methodist Church,3317
GraceFirst,4132
Grainfield,253
Grandview Plaza Community Center,1619
Grantville Comm Bldg,1043
Greater St Mary Baptist Church,3411
Greeley Co Courthouse,845
Greenwood Community Building,342
Gridley Community Bldg,667
Grinnell,266
Grinnell VFW,33
Grove Twp Hall,560
GS Community Activity Bldg,200
Haddam City Hall,226
Halstead HS New Gym,1835
Hamilton Activity Center,409
Hamilton County Courthouse,1327
Hanston Elk Plaza,364
Hardman Hall,191
Harper Senior Center,1396
Harrison Township Hall,388
Hartford Community Center,522
Harveyville Community Center,419
Haskell County Ambulance Building,1342
Havana Methodist Church,446
Haven Baptist Church,3145
Haven Senior Citizens Center,1190
Hays Recreation Center,2648
Haysville Activity Center,2740
Haysville Community Library,2583
HCC Western Center Commons - Center,135
HCC Western Center Commons - Clear Creek,74
HCC Western Center Commons - Marion,273
Healy United Methodist Church,171
Heritage Hall Event Ctr,2308
Heritage Park Golf Course,4151
Heritage Presbyterian Church,2957
Heritage Tours Meeting Room,402
Herndon Senior Center,203
High Prairie Church,1831
High Prairie Church-Altoona,1074
High View Church,435
Highland Community Center,707
Highland Community Center-Le,58
Highland Park HS,1468
Highland Park UMC,1366
Hillcrest Comm Ctr,1091
Hillcrest Community Building,436
Hillcrest Covenant Church,2048
Hillsboro United Methodist Church,2351
Hillside Christian Church,2770
Hilltop Conference Center Blue Valley,7537
Hockett Auditorium,545
Hoisington Activity Center - Arts & Crafts Room,979
Hoisington Activity Center - Meeting Rm,1862
Holcomb Recreation Center,1729
Holm West (Green Ford Building) W1,749
Holm West (Green Ford Building) W2,1146
Holm West (Green Ford Building) W3,700
Holm West (Green Ford Building) W4-1,901
Holm West (Green Ford Building) W4-2,1116
Holy Cross Lutheran,1781
Holy Cross Lutheran Church,2310
Holy Trinity Orthodox Church,2942
Holyrood Lutheran Parish Hall,388
Hoover Pavilion,5932
Hope Alive Church,1188
Hope Chapel,5994
Hope Church,2920
Hope Community Church,11829
Hope Covenant Church,2868
Horton Blue Building,1815
House of Prayer Church,2120
Howard Cox Building,832
Hoyt Community Bldg,1688
Huck Boyd Center,2225
Humboldt Methodist Church,2018
Hunter Community Building,108
Immaculate Conception Parish Hall,913
Immanuel Church Hall,352
Immanuel United Methodist Church,482
Independence Community College - Fab Lab,1419
Indian Creek Technology Center,4444
Indian Heights United Methodist Church,3523
Ingalls 4-H Bldg,350
Inman Community Center,1151
Inman Community Center*,559
Islamic Center of Johnson County,2942
Ja Co Courthouse,1387
Jamestown Activity Center,251
JCCC Midwest Trust Center,2869
Jennings Sr Center,126
Jewell Community Center,705
Jo Co Church Of Christ,2683
Jo Co Northeast Offices,6649
Jo Co Sunset Office Building,4277
Joe Amayo/Argentine Community Center,3988
Journey Bible Church,5299
Journey Church,3831
Journey Mennonite Church,546
Junction City Municipal Building,5042
K-State Res/Ext Ofc-Wildcat Rm.,2866
Kanopolis City Library,531
Kansas City Kansas Community College - TEC,2417
Kansas National Guard Armory,2576
Kaw Prairie Community Church,4173
Keats Community Center,656
Kechi City Building,2935
Kelley Hall Ward 1,582
Kelley Hall Ward 2,562
Kelley Hall Ward 3,579
Kelly Elementary School,3120
Kensington Recreation Annex,3571
Kentucky Township Bldg,1258
Kincaid Selma Community Church,485
King Center,906
Kingdom Life Church,3112
Kingman Expo Center North Room,682
Kingman Expo Center South Room,2200
Kinsley-Offerle Elementary School,191
Kismet Pavilion,388
Kloppenberg Center,755
Knights of Columbus Hall,1513
Knights Of Columbus Hall,197
Knox Presbyterian Church,2119
KS NE Conf of 7th Day Adv,759
KTA Admin Bldg,1473
La Cygne Community Building,2254
LaCrosse City Auditorium,1196
Lake Quivira City Hall,908
Lake SN Events Ctr,1982
Lake SN Reynolds Lodge,1527
Lake SN Shelter 3,828
Lancaster City Hall,615
Lane County 4h Building (all),954
Langdon City Hall,143
Lansing Community Rm.,2997
Larned Community Center,3122
Larsen Community Center,700
Leav. Baptist Church,2323
Leav. Public Library,1633
Leawood City Hall,5073
Lebanon Community Center,400
Lebo Community Building,1105
Legacy Christian Church Blue Valley,2705
Legacy Christian Church Overland Park,2280
Lenexa Baptist Church,4921
Lenexa Old Town Activity Center,2658
Lenexa United Methodist Church,3319
Lenora Community Building,297
Leon Senior Center,1156
Leonardville Comm Bldg,554
Leroy Community Building,776
Lewis City Hall,417
LI/SV Assaria Lutheran Ch,800
Liberty Community Church,375
Life Church,5146
Life Spring Church,4918
Lighthouse Baptist Church,3337
Lincoln Township Hall,778
Lincolnville Community Center,531
Lindsborg J.O. Sundstrom Conference Center,845
Lindsborg Senior Center,743
Linn City Hall,613
Linwood Community Bldg,2343
Linwood Recreation Center,2518
Lionsgate Clubhouse,1593
Lodge At Ironwoods,5034
Logan 4-H Bldg,150
Logan City Building,1058
"Logan Park Bldg.,Drum Ck Twp - USD 447",205
Logan Park Building,551
Logan Park Building Cherry Township,384
LOH Fire Station #2,1065
Longton Senior Center,476
Lord of Life Lutheran Church,2257
Lorraine City Office,90
Louisburg United Methodist Church,4887
Lowman UMC,1503
Lucas Community Center,281
Lutheran Church All Sf Precincts,1539
Lutuv Chin Baptist Church,2634
Lyndon Comm Bldg,1801
Mac Steele High School Gym,4263
Machinists Building,3147
Mae Lessley Community Center,1180
Maize City Building,2641
Maize Performing Arts & Aquatic Center,2757
Manhattan Public Library,1782
Manhattan Senior Center,1617
Maple Hill Sr Center,880
Mapleton Community Bldg,854
Marquette Senior Center,593
Martin Creek Pl,835
Marysville Township Hall,1131
Mayfield Community Center,186
Mc Louth Fire Station,1337
McCracken Community Building,295
McCune Community Center,586
McDonald Schoolhouse,331
Mcfarland Senior Citizens Cent,260
Meade City Building,1651
Medora Community Bible Church,1291
Melvern Comm Bldg,1211
Memorial Auditorium Pittsburg,1416
Memorial Hall,2969
Memorial Hall - Drum Ck - USD 446,179
Memorial Hall 1st of 1st,857
Memorial Hall 1st Pct 5th Ward,963
Memorial Hall 1st Pct 6th Ward,1031
Memorial Hall 2nd Pct 6th Ward,752
Mennonite Friendship Manor,490
Meridian Baptist Church,2484
Merriam Christian Church,1946
Merriam City Hall,2275
Merriam Community Center,2472
Messiah Lutheran Church,3005
Methodist Church Annex,267
Metropolitan Comm Ch,853
Milford City Building,1223
Miltonvale Comm. Center,396
Mission Hill Ch,1143
Mission Hills City Hall,2450
Mitchell County Fair Building,3127
Mitchell United Methodist,2290
MNU Cunningham Campus Center,3805
Moline Community Building,574
Montezuma/GY Amb Bldg,608
Montgomery Co Extension Council - Indep Twp Pct 2,318
Monticello Library,6388
Moran Senior Center,958
Morton County Courthouse,1670
Moscow Christian Fellowship Church,369
Mound Valley Community Center,1020
Mt Vernon Methodist Church,2208
Mt. Carmel Church of God in Christ,2328
Mt. Zion Baptist Church,1415
Mullinville Rec Gym,254
Mulvane Christian Church,2690
Mulvane School Admin Building,1555
Munden Comm. Hall,314
Municipal Center,947
Municipal Hall,1896
Murdock Methodist Church,913
Muscotah City Hall,581
N Hills ES,1161
Nall Avenue Church of the Nazarene,1438
Natoma Community Center,281
Nazarene Church Gym,2051
Nemaha Co Comm Bldg - Adams,135
Nemaha Co Comm Bldg - Mitchell,262
Nemaha Co Comm Bldg - Richmond,424
Nemaha Co Comm Bldg - Seneca City Ward 1,352
Nemaha Co Comm Bldg - Seneca City Ward 2,554
Nemaha Co Comm Bldg - Seneca City Ward 3,632
Neodesha Methodist Church,1779
Neosho Rapids Community Building,732
Neosho Valley Event Center,1194
Netawaka Community Building,255
New Century Fieldhouse,6486
New City Church,3668
New Hope Ch,1039
New Hope Christian Church,2693
New Hope Church of God in Christ,657
New Life Assembly of God,1300
New Life Community Church,2193
New Life Covenant Church,4252
New Life SDA Church,2402
New Story Church,3667
New Strawn Community Center,992
Nickerson Community Center,769
NLC Community Center,349
No Registered Voters,5
Norcatur City Hall,162
North Community Building,4610
North Newton City Building,1371
North Room 4-H Building,997
Northland Christian Ch,1505
Northridge Community Ctr,1432
Northridge Community Ctr*,461
Northside Church of Christ,3977
Oak Park Library,4868
Oak Ridge Missionary Baptist Church,4792
Oakland Comm Ctr,1844
Oakley,1570
Ogden Community Center,3161
Okun Fieldhouse,4028
Olathe Community Center,1149
Olathe Downtown Library,4106
Olathe Indian Creek Library,5888
Old Mission United Methodist Church,1686
Olivet Baptist Church,4197
Olivet Institutional Baptist Church,1576
Olsburg Fire Station,677
Onaga Community Center,1300
One Church,3486
Osage City Comm Bldg,2761
Osage Mission Museum,799
Oskaloosa City Hall,1520
Oswego Community Center,1426
Otis City Hall,365
Our Saviors Luth Ch,970
Overland Park Arboretum Longhouse,3239
Overland Park Baptist Temple,2857
Overland Park Chamber of Commerce,1744
Overland Park Church of the Nazarene,1681
Overland Park Fire Department Training Center,5978
Overland Park First Assembly of God,2263
Overland Park Lutheran Church,3700
Oxford Lions Club Bldg,960
Ozawkie Comm Bldg,1254
Palco Township Hall,248
Paola Adult Education Center,1339
Paola American Legion,4922
Park City Senior Center,3724
Park Woods Presbyterian Church,1586
Parker Sr. Center,715
Parkerfield Community Center,1231
Partridge Community Center,319
Pathway Church,3901
Patricia Diane Kane Community Center,3836
Paxico Senior Citizens Center,761
Payne,173
Peabody Senior Center,949
Peck Community Bldg,568
Pix Center,1271
Plains Community Building,1020
Plainville Twp Hall,1515
Planters II,4089
Pleasant Hill UMC,1657
Pleasant Valley Twp Hall,786
Pleasanton Community Center,1446
Plevna City Offices,166
Plum Shelter @ Sedgwick County Park,3521
Plymouth Congregational Church,3419
Pomona Community Building,1343
Pottawatomie Community,478
Pottorf Hall (Cico),1904
Prairie Center CGP,1653
Prairie Rock School House,118
Prairie Senior Center,854
Presbyterian Church,2190
Prescott City Hall,364
Price-Harris Elementary School,1961
Prince of Peace - St Patrick's Parish Center,2752
Prince of Peace Luth Ch,1296
Princeton Community Building,601
Progressive Missionary Baptist Church,1815
Protection Twp. Library,417
Quindaro Community Center,3814
Radiant Church,4408
Radisson Hotel Lenexa,5521
Rainbow Mennonite Church,5697
Randolph VFW,799
Raymond Frye Complex 1,5148
Reading Civic Building,312
Redeemer Church,3469
Redeemer Lutheran Church,5978
Reformation Lutheran,3003
Reformed Presbyterian Church of Shawnee,3165
Reliance Community Church,3840
Reno Twp Fire Station,1260
RH Christian Church,6025
Rice Comm Ctr,972
Richland Township Hall,1703
Richmond Community Building,564
Riley City Hall,847
Rios de Agua Viva Apostolic Church,3186
Risen Savior Lutheran Church,7433
Riverside Christian Church,3935
Riverview Baptist Church,2456
Robinson Senior Citizens Center,506
Roeland Park Community Center,3825
Rolla Community Center,388
Rolling Hills Christian,1692
Rolling Hills Presbyterian Church,2502
Rosalia Community Bldg,448
Roxbury United Parish,269
Rozel Community Center,150
Rural Water District 4,449
S Hills Mennonite Ch,2211
Sabetha City Hall - Berwick,284
Sabetha City Hall - Capioma,118
Sabetha City Hall - Rock Creek,327
Sabetha City Hall - Sabetha City Ward 1,454
Sabetha City Hall - Sabetha City Ward 2,504
Sabetha City Hall - Sabetha City Ward 3,439
Sabetha City Hall - Sabetha City Ward 4,326
Sacred Heart Ch,1433
Sacred Heart Church - Tong,1383
Sacred Heart Parish Ctr - Leav,1824
Saint Andrew Christian Church,3681
Saint Mark United Methodist Church,2164
Salem United Methodist,4460
Salvation Army,721
Sarcoxie South Fire Station,815
Sauder Community Center,844
Savior Pastoral Center,2340
SC/WS(307) Br Un Meth Ch,365
Scammon Parrish Hall,1112
Scandia Community. Center,487
Scenic Woods Clubhouse,1673
Scranton Comm Bldg,829
Sdg Co Extension Ofc,2622
Seaman Comm Ch,1851
Seasons Venue @ Watson Park,2895
Second Christian Church,2441
Sedalia Community Church,794
Sedan High School Gymnasium - New Gym,1384
SEK Impact Conference Center,4876
Selden Community Center,299
Senior Citizen - Cofv Building- Pct 2,770
Senior Citizen - Cofv Building - Pct 1,962
Senior Citizen - Cvale Building,732
Senior Citizen Bldg in Galena,1109
Senior Citizen Ctr,1096
Senior Citizens Center,655
Severy Methodist Church,696
Seward County Activity Center,10927
Shawnee Bible Church,1568
Shawnee Community Christian Church,1489
Shawnee Library,4436
Shawnee Mission Baptist Temple,2229
Shawnee Presbyterian Church,1471
Shawnee Town Hall,5479
Sheriff Firing Range,978
Silver Lake UMC,1404
SM Smolan Community Bldg,562
Smoky Hill Country Club,3134
SN Heights ES,1193
SN Heights MS,1547
SNCO Fire District 1,731
SNCO Fire District 4,510
SO Kipp Community Bldg,262
Soldier Community Center,391
Solomon City Building,1368
South Haven Community Bldg,503
South High School,3276
South Hutch United Methodist,785
South Rock Christian Church,4131
South Room 4-H Building,2169
Southeast High School,1952
Southminster Presbyterian Church,1856
Southwoods Christian Church,3803
Spring Hill Community Center,3346
Srader Center,1523
St Aloysius Church - Rc,2178
St Aloysius Church - WFV,584
St Andrew's Episcopal Derby,1454
St Andrew's Lutheran,3625
St Andrews Presb Ch,1977
St Catherine of Siena,5012
St Elizabeth Ann Seton,5189
St John's Evangelist Catholic Church,2751
St Joseph Parish Center,1929
St Luke's Episcopal Church,3020
St Matthew's Church,1738
St Michael the Archangel Catholic Church,8228
St Nicholas Church,2844
