precinctPart,Count
PT|Grant Twp (H) 322.6|21,3
PT|Green Twp 323.3|20,6
PT|Green Twp 323.6|21,35
PT|Green Twp 378 3.6|22,19
PT|Green Twp 384.3|23,100
PT|Havensville (H) 322.1|10,80
PT|Lincoln (H) 322.6|20,88
PT|Lone Tree Twp (H) 322.3|21,13
PT|Lone Tree Twp (H) 322.5|20,84
PT|Louisville City 320.5|10,83
PT|Louisville Twp 320.3|21,89
PT|Louisville Twp 320.5|20,589
PT|Louisville Twp 323.3|22,20
PT|Louisville Twp 323:6|23,20
PT|Manhattan City 383.7|10,6
PT|Mill Creek Twp (H) 322.2|20,6
PT|Mill Creek Twp (H) 322.3|21,206
PT|Mill Creek Twp (H) 322.4|22,13
PT|Olsburg City 384.3|11,167
PT|Onaga City (H) 322.2|10,206
PT|Onaga City (H) 322.4|11,264
PT|Pottawatomie Twp 323.3|21,186
PT|Pottawatomie Twp 323.6|20,204
PT|Rock Creek Twp 322.5|20,2
PT|Rock Creek Twp 323.5|22,38
PT|Rock Creek Twp 323.6|21,92
PT|Shannon Twp   323.6|20,107
PT|Shannon Twp 384.3|21,95
PT|Sherman Twp (H) 322.3|20,2
PT|Sherman Twp (H) 322.5|21,61
PT|Sherman Twp (H) 323.6|23,12
PT|Sherman Twp 323.6|24,16
PT|Spring Ck Twp 323.6|20,6
PT|Spring Ck Twp 384.3|22,31
PT|St Clere Twp (H) 321  1.4|20,32
PT|St Clere Twp (H) 322.6|21,13
PT|St George City H51 323.1|30,179
PT|St George City H51 323.2|32,547
PT|St George Twp H51 320.1|34,23
PT|St George Twp H51 320.3|35,133
PT|St George Twp H51 323.1|36,674
PT|St George Twp H51 323.2|33,383
PT|St George Twp H51 323.3|37,125
PT|St George Twp H51 323.4|38,338
PT|St George Twp H61 320.3|20,155
PT|St George Twp H61 320.5|24,12
PT|St George Twp H61 323.1|21,47
PT|St George Twp H61 323.3|22,649
PT|St George Twp H61 323.4|23,72
PT|St Mary  Twp 321   1.4|20,639
PT|St Marys City 321  1.4|11,340
PT|St Marys City 321  3.6|10,1566
PT|St Marys Twp 321  3.6|21,192
PT|Union Twp 320.5|20,88
PT|Union Twp 323.6|22,105
PT|Vienna Twp (H) 322.3|20,21
PT|Vienna Twp (H) 322.6|21,54
PT|Wamego  City 320.2|10,863
PT|Wamego City 320.1|12,336
PT|Wamego City 320.3|16,458
PT|Wamego City 320.4|11,900
PT|Wamego City 320.6|15,893
PT|Wamego Twp H51 320.1|32,55
PT|Wamego Twp H51 320.2|33,1
PT|Wamego Twp H51 320.3|34,355
PT|Wamego Twp H51 320.4|35,23
PT|Wamego Twp H61 320.3|26,172
PT|Wamego Twp H61 320.5*****|28,66
PT|Westy / PT City 323.5|10,151
PT|Westy / RC City 323.5|10,317
PT|Wheaton City (H) 322.5|10,80
RA|AC 001E|01,204
RA|AC 001N|02,89
RA|AC 001W|03,111
RA|AC 002|04,555
RA|AH|01,29
RA|AT|01,13
RA|CTR East 105|01,85
RA|CTR West 105|02,136
RA|DR|01,62
RA|HC|01,116
RA|HE 001|01,87
RA|HE 002|02,21
RA|HE 003|03,18
RA|JE 105|02,11
RA|JE 316|01,12
RA|LU|01,78
RA|MC|01,113
RA|MI 103|01,15
RA|MI 105|02,7
RA|MI 314|03,11
RA|RO 103|01,150
RA|RO 105|03,29
RA|RO 314|02,6
RA|UN|01,28
RC|1.1 Atlanta Township|01,45
RC|1.2 Atlanta Township|02,2
RC|1.3 Atlanta Township|03,63
RC|10.1 Odessa Township|01,37
RC|11.1 Pioneer Township USD112-5|01,2
RC|11.2 Pioneer Township|02,32
RC|11.3 Pioneer Township|03,17
RC|11.4 Pioneer Township USD112-6|04,5
RC|12.1 City of Raymond - Raymond|01,47
RC|12.2 Raymond Township|02,4
RC|12.3 Raymond Township|03,58
RC|13.1 Sterling Township|01,146
RC|14.1 City of Little River -Un|01,346
RC|14.2 Union|02,147
RC|15.1 City of Alden -Valley Twp|01,93
RC|15.2 Valley Township|02,79
RC|16.1 City of Geneseo - Victori|01,169
RC|16.2 Victoria Township|02,8
RC|16.3 Victoria Township|03,3
RC|16.4 Victoria Township|04,36
RC|16.5 Victoria Township|05,11
RC|16.6 Victoria Township|06,13
RC|17.1 East Wash Twp|01,45
RC|17.2 East Wash Twp|02,66
RC|17.3 East Wash Twp|03,9
RC|17.4 East Wash Twp|04,8
RC|18.1 West Wash Twp|01,64
RC|18.2 West Wash Twp|02,5
RC|18.3 West Wash Twp|03,28
RC|19.1 Wilson Township|01,34
RC|19.3 Wilson Township|03,8
RC|19.4 Wilson Township|04,28
RC|19.5 Wilson Township|05,16
RC|19.6 Wilson Township|06,14
RC|2.1 Bell Township|01,4
RC|2.2 Bell Township|02,3
RC|20.1 Rockville Township|01,118
RC|3.1 Center Township|01,6
RC|3.3 Center Township|03,10
RC|3.4 Center Township|04,57
RC|36.1 Lyons 1st Ward|01,535
RC|37.1 Lyons 2nd Ward|01,563
RC|38.1 Lyons 3rd Ward|01,545
RC|39.1 Lyons 4th Ward|01,600
RC|4.1 City of Frederick USD112-6|01,6
RC|4.2 Eureka Township USD112-6|02,16
RC|4.4 Eureka Township USD112-6|04,9
RC|44.1 Sterling East Ward|01,929
RC|45.1 Sterling West Ward|01,590
RC|5.1 City of Bushton - USD112-5|01,179
RC|5.2 Farmer Township USD112-5|02,28
RC|5.3 Farmer Township USD112-6|03,55
RC|6.2 Galt Township|02,8
RC|6.3 Galt Township|03,4
RC|6.4 Galt Township|04,26
RC|6.5 Galt Township|05,20
RC|6.6 Galt Township|06,2
RC|7.1 Harrison Township|01,116
RC|8.1City of Chase Lincoln|01,267
RC|8.2 Lincoln Township|2,59
RC|9.1 Mitchell Township|01,49
RC|9.2 Mitchell Township|02,3
RC|9.3 Mitchell Township|03,1
RC|9.4 Mitchell Township|04,36
RH|Alexander-Belle Prairie Twsp.|01,2
RH|Alexander-Belle Prairie Twsp.|02,37
RH|Alexander City|01,31
"RH|Banner Twsp. (395, 5)|01",8
"RH|Banner Twsp. (403, 1-4)|02",54
RH|Big Timber 489|02,1
RH|Big Timber Twsp.|01,36
RH|Bison City|01,128
RH|Center Twsp.|01,55
RH|Garfield Twsp.|01,92
RH|Hampton-Fairview #489|03,1
"RH|Hampton-Fairview Twsp (395, 1)|01",65
"RH|Hampton-Fairview Twsp (395, 6)|02",6
RH|Illinois 432|03,2
RH|Illinois Twsp.|01,32
RH|Illlinois #395-6|02,2
RH|La Crosse City #1|01,518
RH|La Crosse City #2|01,325
"RH|LaCrosse-Brkd #1 Twsp (395, 4)|01",20
"RH|LaCrosse-Brkd #1 Twsp (395, 6)|02",23
"RH|LaCrosse-Brkd #2 Twsp (395, 1)|01",1
"RH|LaCrosse-Brkd #2 Twsp (395, 2)|02",2
"RH|LaCrosse-Brkd #2 Twsp (395, 3)|03",10
"RH|LaCrosse-Brkd #2 Twsp (395, 6)|04",24
RH|Liebenthal City|01,75
RH|Lone Star Twsp.|01,56
RH|McCracken City|01,113
RH|Otis City|01,210
RH|Pioneer Twsp.|01,39
RH|Pleasantdale Twsp.|01,24
RH|Rush Center City|01,106
RH|Timken City|01,38
"RH|Union Twsp. (395, 2)|01",15
"RH|Union Twsp. (395, 5)|02",17
RH|Union Twsp. (496)|03,8
RL|Ashland Twp-1|1,114
RL|Ashland Twp-2|2,13
RL|Bala Twp-1|1,204
RL|Bala Twp-3 Leonardville City|3,273
RL|Center Twp|1,51
RL|Fancy Crk Twp-1|1,41
RL|Fancy Crk Twp-2|2,36
RL|Fort Riley A Mad Twp P- A H68|1,602
RL|Fort Riley A Madison Twp H64-2|2,789
RL|Fort Riley B Madison Twp H64-1|1,242
RL|Fort Riley B Madison Twp H68|1,258
RL|Grant Twp-1|1,79
RL|Grant Twp-2|2,269
RL|Grant Twp-3 BRID Prop Owner|3,9
RL|Grant Twp-3a Non Prop Owner|3a,3
RL|Grant Twp-4|4,434
RL|Jackson Twp-1|1,99
RL|Jackson Twp-2|2,7
RL|Jackson Twp-3 Randolph City|3,104
RL|Jackson Twp-4Randolph City|4,2
RL|Madison Twp B|1,24
RL|Madison Twp H64-1|1,133
RL|Madison Twp H64-Riley City-2|2,690
RL|Manhattan Twp- 3 H67|1,134
RL|Manhattan Twp-2|1,405
RL|Manhattan Twp-3-Enclave A|3,2
RL|Manhattan Twp -3 Enclave|6,7
RL|Manhattan Twp 1-Enclave|2,4
RL|Manhattan Twp 1-H64|1,394
RL|Manhattan Twp 3-H68|1,6
RL|Manhattan Twp 4- Enclave B|2,1
RL|Manhattan Twp 4- Enclave C|3,6
RL|Manhattan Twp 4- H51|1,7
RL|Manhattan Twp 4- H61|1,256
RL|Manhattan Twp 4-H64|1,359
RL|Manhattan Twp 4-H66|1,1
RL|May Day Twp|1,56
RL|Ogden Twp-1|1,298
RL|Ogden Twp-7|7,5
RL|Ogden Twp-8|8,1
RL|OgdenTwpFt Riley A -Ogden City|2,966
RL|Sherman Twp-2|2,107
RL|Sherman Twp-3|3,2
RL|Sherman Twp-5|5,135
RL|ShermanTwp-1BRID Prop Owner|1,38
RL|ShermanTwp-6-BRID Prop Owner|6,5
RL|ShermanTwp-6-Non Owner|6a,1
RL|ShermanTwp-7-Non Owner|7a,70
RL|ShermanTwp-7-UPID Prop Owner|7,101
RL|ShermanTwp-Non Owner|1a,21
RL|Swede Crk Twp-1|1,107
RL|Swede Crk Twp-2|2,11
RL|Ward 1 Prec 1|1,1289
RL|Ward 10 Prec 01-1|1,300
RL|Ward 10 Prec 01-3|3,6
RL|Ward 10 Prec 01-4|4,13
RL|Ward 10 Prec 01-5|5,4
RL|Ward 10 Prec 01-6|6,12
RL|Ward 10 Prec 01-7|7,16
RL|Ward 10 Prec 01-9|9,16
RL|Ward 11 Prec 01-2|2,902
RL|Ward 11 Prec 01-B|1,546
RL|Ward 11 Prec 03|1,225
RL|Ward 12 Prec 1-2|2,60
RL|Ward 12 Prec 1|1,18
RL|Ward 13 Prec 1|1,3
RL|Ward 2 Prec 1|1,1545
RL|Ward 2 Prec 3|1,667
RL|Ward 2 Prec 4|1,839
RL|Ward 2 Prec 5|1,1379
RL|Ward 2 Prec 6|1,305
RL|Ward 2 Prec 7|1,18
RL|Ward 2 Precinct 2|1,563
RL|Ward 3 Prec 1|1,239
RL|Ward 3 Prec 2|1,1054
RL|Ward 3 Prec 3|1,1345
RL|Ward 4 Prec 2|1,344
RL|Ward 4 Prec 3|1,778
RL|Ward 4 Prec 4|1,1817
RL|Ward 4 Prec 5 Exclave-1|1,19
RL|Ward 4 Prec 5|1,1085
RL|Ward 4 Prec 6-2|2,32
RL|Ward 4 Prec 6|1,910
RL|Ward 4 Prec 7|1,94
RL|Ward 5 Prec 10-2|2,66
RL|Ward 5 Prec 10-3|3,6
RL|Ward 5 Prec 10-4|4,14
RL|Ward 5 Prec 10-5|5,7
RL|Ward 5 Prec 10|1,2354
RL|Ward 5 Prec 11|1,2025
RL|Ward 5 Prec 2|1,1196
RL|Ward 5 Prec 3|1,1407
RL|Ward 5 Prec 5|1,738
RL|Ward 5 Prec 6|1,1100
RL|Ward 5 Prec 7|1,540
RL|Ward 5 Prec 8|1,695
RL|Ward 5 Prec 9-2|2,1
RL|Ward 5 Prec 9-3|3,2
RL|Ward 5 Prec 9-4|4,14
RL|Ward 5 Prec 9|1,1887
RL|Ward 6 Prec 01|1,106
RL|Ward 8 Prec 01|1,569
RL|Ward 8 Prec 02|1,5
RL|Ward 8 Prec 03-2|2,482
RL|Ward 8 Prec 03|1,930
RL|Ward 9 Prec 01|1,192
RL|Ward 9 Prec 02|1,129
RL|Ward 9 Prec 03|1,75
RL|Wildcat Twp H64|1,654
RL|Wildcat Twp Part B H67|1,2
RL|Zeandale Twp-1|1,94
RL|Zeandale Twp-2|2,2
RL|Zeandale Twp-3|3,181
RN|Abbyville USD 310|01,55
RN|Albion USD 311|01,136
RN|Arlington City USD 310|01,280
RN|Arlington Twp USD 310|01,81
RN|Bell USD 310|01,42
RN|Bell USD 311|02,2
RN|Bell USD 331 1-4|03,1
RN|Buhler USD 313 3-6|01,944
RN|Castleton USD 311|01,175
RN|Castleton USD 312 1-4|03,56
RN|Center USD 310|01,5
RN|Center USD 312 2-5|02,166
RN|Clay North En USD 313 2-5|01,4
RN|Clay North USD 313 1-4|01,242
RN|Clay North USD 313 2-5|02,403
RN|Clay North USD 313 3-6|03,94
RN|Clay South H102-1 USD 313 2-5|01,142
RN|Clay South H104 USD 313 2-5|01,328
RN|Clay South H104 USD 313 3-6|03,152
RN|Clay South H114 USD 312 3-6|01,132
RN|Clay South H114 USD 313 2-5|02,62
RN|Clay South H114 USD 313 3-6|03,6
RN|Clay South USD 308 H102A|01,1
RN|Clay South USD 312-3-6 H102A|02,5
RN|Enterprise USD 309 2-5|01,26
RN|Enterprise USD 310|02,71
RN|Enterprise USD 376|03,2
RN|Grant USD 309 2-5|01,446
RN|Grant USD 309 3-6|04,130
RN|Grant USD 313 1-4|02,87
RN|Grant USD 313 3-6|03,42
RN|Grove USD 310|01,41
RN|Haven City USD 312 1-4|01,879
RN|Haven H101 USD 312 1-4|01,215
RN|Haven H101 USD 312 3-6|02,16
RN|Haven H114 USD 312 1-4|01,80
RN|Hayes USD 310|01,47
RN|Hayes USD 376|02,2
RN|Huntsville USD 309 2-5|01,2
RN|Huntsville USD 310|02,91
RN|Hutch 26Ex H102 USD 312 3-6|01,134
RN|Hutchinson 1-H102 USD 308|01,566
RN|Hutchinson 1 H102A USD 308|01,36
RN|Hutchinson 10 USD 308|01,621
RN|Hutchinson 10 USD 309 3-6|02,196
RN|Hutchinson 10 USD 313 1-4|03,233
RN|Hutchinson 11 USD 308|01,1020
RN|Hutchinson 11 USD 313 1-4|02,28
RN|Hutchinson 12 USD 308|01,695
RN|Hutchinson 13 H102 USD 308|01,474
RN|Hutchinson 13 H104 USD 308|01,327
RN|Hutchinson 14 USD 308|01,756
RN|Hutchinson 15 USD 308|01,693
RN|Hutchinson 16 USD 308|01,1038
RN|Hutchinson 17 USD 308|01,378
RN|Hutchinson 17 USD 313 2-5|02,470
RN|Hutchinson 18 USD 308|01,487
RN|Hutchinson 19 USD 308|01,585
RN|Hutchinson 2 USD 308|01,607
RN|Hutchinson 20 USD 308|01,837
RN|Hutchinson 21 USD 308|01,1611
RN|Hutchinson 22- H104 USD 308|01,989
RN|Hutchinson 22-H104 USD 313 2-5|02,87
RN|Hutchinson 23 Ex USD 313 1-4|01,260
RN|Hutchinson 23 H104 USD 308|01,1245
RN|Hutchinson 23 H104 USD 313 1-4|02,56
RN|Hutchinson 24 USD 308|01,635
RN|Hutchinson 24 USD 313 1-4|02,229
RN|Hutchinson 25 USD 308|01,892
RN|Hutchinson 25 USD 313 2-5|02,3
RN|Hutchinson 26 USD 308|01,393
RN|Hutchinson 26 USD 312 3-6|02,26
RN|Hutchinson 27 USD 313 2-5|02,614
RN|Hutchinson 28 Ex USD 313 2-5|02,581
RN|Hutchinson 28 USD 313 1-4|01,1148
RN|Hutchinson 28 USD 313 2-5|02,157
RN|Hutchinson 29 USD 308|01,168
RN|Hutchinson 29 USD 309 3-6|02,444
RN|Hutchinson 3 USD 308|01,371
RN|Hutchinson 30 USD 308|01,374
RN|Hutchinson 30 USD 309 3-6|02,88
RN|Hutchinson 31 USD 308|01,408
RN|Hutchinson 31 USD 313 1-4|02,315
RN|Hutchinson 32 USD 313 1-4|01,207
RN|Hutchinson 33 USD 313 1-4|01,256
RN|Hutchinson 34 Ex  USD 312 3-6|01,1
RN|Hutchinson 34 USD 313 2-5|01,133
RN|Hutchinson 35 USD 308|01,348
RN|Hutchinson 4 USD 308|01,1184
RN|Hutchinson 5 USD 308|01,877
RN|Hutchinson 6 USD 308|01,713
RN|Hutchinson 7 USD 308|01,837
RN|Hutchinson 8 USD 308|01,392
RN|Hutchinson 9 USD 308|01,1024
RN|Langdon City USD 310|01,37
RN|Langdon USD 310|01,61
RN|Lincoln USD 309 3-6|01,3
RN|Lincoln USD 312 2-5|03,343
RN|Little River USD 313 3-6|01,406
RN|Loda USD 310|01,11
RN|Loda USD 311|02,52
RN|Loda USD 331 1-4|03,2
RN|Loda USD 331 2-5|04,10
RN|Medford USD 309 2-5|01,52
RN|Medford USD 376|02,68
RN|Medora USD 313 3-6|02,1291
RN|Miami USD 310|01,49
RN|Nickerson Ward 1 USD 309 2-5|01,281
RN|Nickerson Ward 2 USD 309 2-5|01,164
RN|Nickerson Ward 3 USD 309 2-5|01,204
RN|Ninnescah USD 311|01,149
RN|Ninnescah USD 312 1-4|02,25
RN|Partridge City USD 312 2-5|01,148
RN|Plevna City USD 310|01,64
RN|Plevna USD 310|01,102
RN|Pretty Prairie Ward 1 USD 311|01,460
RN|Pretty Prairie Ward 2 USD 311|01,3
RN|Reno North USD 308|03,2
RN|Reno North USD 309 3-6|01,592
RN|Reno North USD 313 1-4|02,568
RN|Reno South USD 309 3-6|02,136
RN|Reno South USD 312 2-5|03,64
RN|Roscoe USD 311|01,81
RN|Salt Creek USD 309 2-5|01,132
RN|Salt Creek USD 309 3-6|03,54
RN|Salt Creek USD 312 2-5|02,76
RN|South Hutch 1 USD 309 1-4|01,548
RN|South Hutch 2 USD 309 1-4|01,777
RN|South Hutch 2 USD 309 3-6|02,8
RN|South Hutch 3 USD 309 1-4|01,490
RN|Sumner USD 267 1-4|01,325
RN|Sumner USD 267 3-6|04,84
RN|Sumner USD 312 1-4|02,55
RN|Sumner USD 312 3-6|03,9
RN|Sylvia City USD 310|01,136
RN|Sylvia Township USD 310|01,49
RN|The Highlands City USD 309 2-5|01,332
RN|Troy USD 310|01,25
RN|Troy USD 311|02,70
RN|Turon City USD 310|01,219
RN|Valley H101 USD 312 3-6|01,4
RN|Valley H114 USD 312 3-6|01,271
RN|Valley H114 USD 313 3-6|02,261
RN|Valley H114 USD 369|03,62
RN|Walnut USD 309 2-5|01,38
RN|Walnut USD 310|02,5
RN|Walnut USD 376|03,39
RN|Westminster USD 310|01,79
RN|Willowbrook USD 309 3-6|01,91
RN|Yoder H114 USD 309 3-6|01,5
RN|Yoder H114 USD 312 1-4|04,132
RN|Yoder H114 USD 312 2-5|02,218
RN|Yoder H114 USD 312 3-6|03,47
RO|Twp #1  Woodston 271|04,55
RO|Twp #1 270|02,4
RO|Twp #1 271|01,64
RO|Twp #10 269-3|02,15
RO|Twp #10 269-6|03,29
RO|Twp #10 270|01,13
RO|Twp #10 Zurich 269-6|04,60
RO|Twp #11-1 Plainville City West|02,211
RO|Twp #11-1 Twp 270|01,166
RO|Twp #11-2 Plainville City 270|01,1061
RO|Twp #11-2 Twp 270|02,77
RO|Twp #12 270|01,89
RO|Twp #12 399-3|02,26
RO|Twp #2 270|02,24
RO|Twp #2 271|01,103
RO|Twp #2 Sarver's Add 271|03,171
RO|Twp #3-1 Twp 271|01,67
RO|Twp #3-2 Stockton 271|01,783
RO|Twp #3-2 Twp 271|02,28
RO|Twp #4 271|01,26
RO|Twp #5 271 Logan Fire|04,25
RO|Twp #5 271|01,8
RO|Twp #5 326 Logan Fire|03,12
RO|Twp #5 326|02,5
RO|Twp #6 269-6 Rush W/HD|04,2
RO|Twp #6 271 Belmont Not HD|03,46
RO|Twp #6 271 Rush W/HD|01,19
RO|Twp #7 Damar 269-1|03,64
RO|Twp #7 Damar 269-4|04,41
RO|Twp #7 Richland 269-1|02,16
RO|Twp #7 Richland 269-4|01,25
RO|Twp #8 Northampton 269-2|02,24
RO|Twp #8 Northampton 269-3|03,6
RO|Twp #8 Northampton 269-4|04,23
RO|Twp #8 Northampton 269-5|05,3
RO|Twp #8 Palco 269-2|06,62
RO|Twp #8 Palco 269-4|07,10
RO|Twp #8 Palco 269-5|08,91
RO|Twp #9 269-3|01,29
RP|1st Ward - 109 2/5 C3|02,112
RP|1st Ward - 109 3/6 C3|01,377
RP|2nd Ward - 109 3/6 C3|01,521
RP|3rd Ward - 109 1/4 C1|01,372
RP|Agenda City EC - 109 2/5 C1|03,31
RP|Albion - 108 C1 F3|01,3
RP|Albion - 109 2/5 C1 F3|02,39
RP|Beaver - 333 C2 F1CR|01,1
RP|Beaver - 426 2 C2 F12|02,28
RP|Beaver - 426 2 C2 F1CR|03,25
RP|Belleville -109 1/4 C3 F7|01,75
RP|Belleville -109 2/5 C3 F7|02,92
RP|Big Bend - 109 1/4 C2 F1|02,6
RP|Big Bend - 109 1/4 C2 F2|01,30
RP|Big Bend - 109 1/4 C2 F9|04,11
RP|Courtland - 426 1 C2 F12|01,40
RP|Courtland - 426 2 C2 F12|02,40
RP|Courtland City  CL - 426 1 C2|03,198
RP|Cuba City RI - 109 2/5 C1 F4|03,106
RP|Elk Creek - 109 2/5 C1 F5|02,51
RP|Elk Creek -224 C1 F5|01,2
RP|Fairview - 109 2/5 C1 F3|01,52
RP|Fairview - 109 2/5 C1 F4|02,2
RP|Fairview - 109 2/5 C1 F7|04,6
RP|Farmington - 108 C1 F3|01,5
RP|Farmington - 109 2/5 C1 F3|02,30
RP|Farmington - 109 2/5 C1 F4|04,6
RP|Freedom - 109 1/4 C1 F7|01,112
RP|Freedom - 109 2/5 C1 F7|02,11
RP|Grant - 109 2/5 C1 F5|01,19
RP|Grant - 109 2/5 C1 F6|02,36
RP|Jefferson - 109 2/5 C1 F4|01,51
RP|Jefferson - 109 2/5 C1 F7|02,37
RP|Liberty - 109 1/4 C2 F1|03,3
RP|Liberty - 109 1/4 C2 F8|01,18
RP|Liberty - 109 2/5 C2 F3|05,4
RP|Liberty - 109 2/5 C2 F8|02,13
RP|Lincoln - 109 1/4 C3 F11|04,16
RP|Lincoln - 109 2/5 C3 F6|02,36
RP|Lincoln - 333 C3 F11|01,7
RP|Lincoln - 426 2 C3 F11|03,10
RP|Munden City FR - 109 2/5 C1 F3|03,30
RP|Munden City RC - 109 2/5 C1 F3|03,34
RP|Narka City AL - 109 2/5 C1 F3|03,59
RP|Norway - 426 2 C2 F11|01,100
RP|Norway - 426 2 C2 F1CR|02,5
RP|Republic City BB - 109 1/4 C2|03,73
RP|Republic City WA - 109 1/4 C2|03,8
RP|Richland - 109 2/5 C1 F4|01,50
RP|Rose Creek - 109 2/5 C1 F3|01,33
RP|Rose Creek - 109 2/5 C1 F8|02,15
RP|Scandia - 109 1/4 C2 F7|02,5
RP|Scandia - 426 2 C2 F10|01,36
RP|Scandia - 426 2 C2 F7|05,2
RP|Scandia - 426 3 C2 F10|04,14
RP|Scandia City SC - 426 3 C2|03,255
RP|Union - 109 1/4 C2 F10|05,4
RP|Union - 109 1/4 C2 F7|04,5
RP|Union - 109 1/4 C2 F9|01,9
RP|Union - 426 2 C2 F10|02,3
RP|Washington - 109 1/4 C2 F1|01,40
RP|Washington - 109 1/4 C2 F9|02,1
RP|White Rock - 109 1/4 C2 F9|02,15
RP|White Rock - 426 1 C2 F12|01,36
RP|White Rock - 426 1 C2 F2|04,4
RP|White Rock - 426 2 C2 F10|07,8
RP|White Rock - 426 2 C2 F12|03,11
RS|01.1 Bunker Hill City CC5 407|01,88
RS|02.1 Dorrance City CC5 112|01,106
RS|03.1 Gorham City CC4 407|01,244
RS|04.1 Lucas City CC3 299|01,221
RS|05.1 Luray City CC2 299|01,114
RS|06.1 Paradise City CC2 399|01,25
RS|08.1 Waldo City CC2 399|01,29
RS|11.1 Russell City Ward I CC3|01,450
RS|11.5.1 Russell City Ward 1 CC5|01,240
RS|12.1 Russell City Ward 2 CC2|01,642
RS|12.4.1 Russell City Ward 2 CC4|01,114
RS|13.1 Russell City Ward 3  CC3|01,164
RS|13.4.1 Russell City Ward 3 CC4|01,424
RS|13.5.1 Russell City Ward 3 CC5|01,135
RS|14.1 Russell City Ward 4 CC1|01,502
RS|14.5.1 Russell City Ward 4 CC5|01,180
RS|51.1 Big Creek Twp CC1 407|01,66
RS|51.4.1 Big Creek Twp CC4 407|01,50
RS|52.1 Center Twp CC5 407|01,116
RS|53.1 Fairfield Twp CC1 407|01,26
RS|54.1 Fairview Twp CC3 299|01,60
RS|55.1 Grant Twp CC1 407|01,148
RS|56.1 Lincoln Twp CC1 407|01,85
RS|57.1 Luray Twp CC3 299|01,6
RS|57.2.1 Luray Twp CC2 299|01,37
RS|58.1 Paradise Twp CC2 399|01,72
RS|58.2 Paradise Twp CC2 407|02,3
RS|58.4 Paradise Twp CC2 407 1215|04,7
RS|59.1 Plymouth Twp CC5 112|01,78
RS|60.1 Russell Twp CC2 407|01,25
RS|60.3.1 Russsell Twp CC3 407|01,12
RS|60.4.1 Russell Twp CC4 407|01,20
RS|60.5.1 Russell Twp CC5 407|01,25
RS|61.2.1 Waldo Twp CC2 399|01,27
RS|61.2.2 Waldo Twp CC2 299|02,5
RS|61.3 Waldo Twp CC3 407|03,11
RS|62.1 Winterset Twp CC1 407|01,41
SA|01|01,4
SA|02|01,1569
SA|03|01,4
SA|04|01,1468
SA|05|01,1759
SA|06|01,980
SA|07|01,1941
SA|08|01,669
SA|09|01,2644
SA|10|01,1691
SA|11|01,985
SA|12|01,100
SA|13|01,298
SA|14|01,985
SA|15|01,1492
SA|16|01,1388
SA|17|01,2483
SA|18|01,226
SA|19|01,1364
SA|20|01,1803
SA|21|01,373
SA|22|01,507
SA|23 (305)|01,1350
SA|23 (306-36)|02,2
SA|24|01,1893
SA|25|01,1278
SA|26|01,412
SA|27|01,169
SA|28|01,19
SA|29|01,203
SA|30 (305)|01,1661
SA|31|01,34
SA|CA - NC City H71 (393-25)|04,83
SA|CA H71 (240-36)|01,26
SA|CA H71 (305)|02,136
SA|CA H71 (393-25)|03,72
SA|DA - SO City H71 (393-25)|02,1
SA|DA H71 (393-25)|01,92
SA|EC H107 (305)|01,302
SA|EC H107 (307-36)|02,155
SA|EC H71 (305)|03,307
SA|EU - GY City H69 (306-25)|03,276
SA|EU H69 (306-25)|01,136
SA|EU H69 (306-36)|02,58
SA|FA H69 (400-01)|01,192
SA|GL H107 (240-14)|01,74
SA|GR H71 (305)|01,340
SA|GR H71 (306-36)|02,270
SA|GR H71 (393-25)|03,1
SA|GR2 H71 (305)|01,17
SA|GR3 H71 (305)|01,5
SA|GR4 H71 (305)|01,4
SA|GY H69 (306-25)|01,131
SA|LI H69 (306-14)|01,49
SA|LI H69 (306-25)|02,82
SA|OH H107 (307-14)|01,46
SA|OH H107 (307-25)|02,126
SA|OH H107 (307-36)|03,50
SA|OH H69 (305)|04,2
SA|OH H69 (307-25)|02,65
SA|PV H107 (240-25)|01,22
SA|PV H107 (307-14)|03,34
SA|PV H107 (307-36)|04,215
SA|SC - BK City H69 (307-14)|01,164
SA|SC H107 (307-14)|01,75
SA|SC H69 (307-14)|02,39
SA|SH H107 (305)|01,83
SA|SH H107 (307-25)|02,47
SA|SH H107 (307-36)|03,19
SA|SH H69 (305)|01,27
SA|SH H69 (307-25)|02,9
SA|SH H69 Enclave (305)|01,2
SA|SH H69 Enclave B (305)|04,2
SA|SH H71 Exclave (305)|04,4
SA|SM - SM City H69 (400-01)|01,144
SA|SM H69 (306-14)|03,189
SA|SM H69 (306-36)|06,13
SA|SM H69 (307-25)|04,114
SA|SM H69 (400-01)|05,102
SA|SO H71 (306-36)|01,233
SA|SO H71 (393-25)|02,29
SA|SV- AS City H69 (306-14)|01,334
SA|SV H69 (306-14)|02,219
SA|SV H69 (400-01)|03,116
SA|WL H69 (305)|01,16
SA|WL H69 (306-14)|02,17
SA|WL H69 (306-25)|03,121
SA|WL H69 (306-36)|04,274
SA|WS H107 (307-14)|01,5
SA|WS H69 (307-14)|01,4
SA|WS H69 (307-25)|02,78
SA|WS H69 (400-01)|01,27
SC|Beaver Twp|01,156
SC|Isbel Twp|01,62
SC|Keystone Twp|01,75
SC|Lake Twp|01,53
SC|Michigan Twp|01,60
SC|Scott City Ward 1|01,507
