precinct_text_designation,Count
N115,528
N116,983
N117,599
N118,841
N119,969
N120,567
N121,356
N122,350
N123,821
N124,264
N125,707
N126,219
N127,1211
N201,862
N202,971
N203,775
N204,1147
N205,786
N206,941
N207,694
N208,723
N209,950
N210,1926
N211,465
N212,739
N213,768
N214,700
N215,1162
N216,777
N217,1048
N218,1608
N219,704
N220,621
N221,700
N222,904
N223,815
N224,826
N225,676
N226,852
N227,533
N228,569
N229,972
N230,1080
N231,842
N232,910
N301,1458
N302,1146
N303,658
N304,1098
N305,1200
N306,1673
N307,1215
N308,1364
N309,1330
N310,691
N311,1087
N312,939
N313,1891
N314,1411
N315,864
N317,1553
N318,1884
N319,1304
N320,1141
N321,1047
N322,646
N401,1388
N402,1180
N403,1879
N404,1547
N405,1231
N406,976
N407,871
N408,1480
N409,953
N410,761
N411,1439
N412,1761
N413,1049
N414,657
N415,751
N416,2180
N417,1739
N419,1444
N420,551
N421,835
N501,1299
N502,1132
N503,1240
N504,1604
N505,2233
N506,1406
N507,1562
N508,2155
N509,1533
N510,1099
N511,1559
N512,599
N513,1197
N514,104
N515,1845
N516,827
N517,530
N518,1178
N519,417
N601,1420
N602,109
N603,1188
N604,1470
N605,1668
N606,437
N607,442
N608,1431
N609,810
N610,370
N611,1383
N612,568
N613,1571
N614,1384
N615,1802
N616,842
N617,259
N618,1559
N619,956
N620,707
N621,814
N622,1481
N623,2084
NA603,14
NB013,54
NC,108
NELB,1
NEQ,289
NGT,418
NI00053,174
NI01,380
NI02,1987
NK00069,281
NK0007,164
NK00071,204
NMH,101
NMV523,132
NMV537,339
NMV623,155
NMV637,261
NMV6B,1
NMVEN26,6
NMVEN5,8
NOR01,381
NOR02,35
NPE1,12
NPE2,75
NPW,389
NST,25
NT,479
NT000,331
NT00007,120
NUI,83
NW,541
NW000,160
O101,1438
O102,512
O103,1099
O201,1413
O202,696
O203,1064
O301,823
O302,1390
O303,849
O401,1083
O402,814
O403,1190
O404,416
O501,923
O502,1125
O503,1687
O601,890
O602,1369
O603,856
OA01,140
OA3601,55
OB,67
OC,1104
OC00001,1407
OC00002,1702
OC00003,647
OC00004,1847
OC00006,678
OC00007,1911
OC00008,1780
OC16,528
OC25,637
OC35,686
OC35EXB,5
OC45,40
OC46,568
OC80000,120
OG,120
OH,404
OH01,1021
OL,199
OR50003,30
OS0000,295
OSA5,473
OSA6A,1
OSA9,96
OSG,321
OT,660
OT10008,26
OT3201,25
OV,62
OV000OV,76
OZ102,134
P100001,277
P100014,200
P101,840
P102,471
P200016,19
P201,634
P202,773
P301,461
P302,442
P303,386
P310009,76
P401,389
P402,535
P403,572
P470015,54
PA,6254
PA0000,279
PA00007,459
PA00077,148
PA0013,142
PA01,209
PA02,270
PA05,2199
PA06,90
PA09,5
PA0PA,21
PA10,2
PA11,2
PA12,2
PA14,2104
PA15,425
PA16,19
PA17,1
PA3801,29
PA7,82
PAA0001,58
PBE,65
PC,576
PC1,1001
PC11,215
PC13,530
PC16,2
PC17,1
PC18,467
PC19,182
PC2,957
PC21,1162
PC23,375
PC3,878
PC31,1132
PC32,280
PC4,1292
PC41,683
PC43,499
PC44,100
PC45,305
PD8,44
PE,564
PE404,90
PEE,260
PG90000,39
PGB0002,122
PH000BB,35
PI00602,39
PI70003,204
Pioneer,47
PL,18
PL00078,64
PL00603,24
PL014,43
PL4001,19
PL4002,8
PL80001,104
PO,170
PO00008,754
PO00009,692
PO002A,478
PO302,23
PP000PP,97
PR,227
PR000,80
PR000W1,460
PR000W2,3
PR202,87
PR203,37
PRD0003,36
PT,314
PT00054,102
PUD00,239
PV000,157
PVC0001,56
PWW,373
PX00002,145
PY01,1163
PYW,87
Q101,1240
Q102,854
Q103,926
Q104,773
Q105,1592
Q106,1208
Q107,1513
Q108,2226
Q109,372
Q110,437
Q111,1166
Q112,8
Q113,863
Q201,792
Q202,1129
Q203,1325
Q204,1351
Q205,698
Q206,811
Q207,882
Q208,772
Q209,713
Q210,699
Q211,870
Q212,550
Q213,496
Q301,975
Q302,1075
Q303,1540
Q304,1513
Q305,139
Q306,1489
Q307,2135
Q308,1351
Q309,1578
Q310,961
Q311,1884
Q312,652
Q401,1391
Q402,892
Q403,812
Q404,825
Q405,1616
Q406,1109
Q407,1462
Q408,524
Q409,1948
Q411,952
Q412,281
Q413,258
Q414,233
QC01-01,32
QUA0000,101
R001,819
R002,623
R100001,36
R100010,23
RA,67
RC,124
RCJ,327
RE0000,88
RE402,211
RG0NO,435
RG0SO,424
RHS,173
RI,467
RI01,37
RI03,380
RI06,172
RI07,949
RI13,9
RI14,43
RI15,502
RI3401,153
RI502,199
RI90002,45
RICH5,1592
RICH6,111
RIK,424
RIT,118
RLL,79
RM604,24
RN00055,1162
RO,11
RO00057,81
RO0027,147
RO01,677
RO02,22
RO03,455
RO04,16
RO703,73
RS00056,200
RS0RS,25
RSA0004,16
RT,269
RVM,85
S-CO,19
S-OG,68
S-WA,54
S001,334
S120010,71
S200009,32
SA,27
SA01,1569
SA02,777
SA03,56
SA04,35
SA05,387
SA70003,15
SAB0000,27
SBN,83
SC,364
SC00010,648
SC00058,262
SC10007,27
SC6,246
SC9,203
SCA0002,16
SCB00,84
SCC0000,97
SCOT001,155
SCOT002,51
SCOT003,734
SCOT004,549
SCOT005,513
SE01,116
SE02,5
SE603,489
SE604,370
SFA0002,124
SH,18
SH00011,364
SH00021,37
SH00066,548
SH00067,785
SH00068,490
SH0021A,236
SH002A6,53
SH002AA,112
SH002AB,8
SH002B,146
SH01,833
SH015,49
SH0A1,582
SH0B,457
SH0BA,757
SH201,58
SH3601,77
SH70004,19
SHC26,2266
SHCEXB,178
SHI,212
SHP,68
SHT,234
SHU,129
SL,199
SL00008,70
SM3801,36
SMV6D4,985
SMV6D5,146
SOC,125
SPD,66
SPE2,151
SPW,251
SR80002,55
SRA01,107
SRD0000,118
SS01003,34
SS01004,119
SSE0000,74
SST,64
ST,93
ST00012,141
ST0006,49
ST4001,35
STAN5D3,195
STAN5D5,447
STAN6,55
STE,199
STF0001,200
STW,20
STWEB,10
STWEC,1
STWEH2,16
STWEH7,2
STWH7,83
SU,246
SU00059,473
SU106,39
SUC00,61
SUP,28
SUT,229
SVT,177
SW,1197
SW4201,22
SWENA,27
SY0008,136
T001,908
T100012,21
T1P1,234
T1P2,157
T2,539
T220001,37
T3,294
T4,149
T440003,171
T5,428
T6,80
T610001,160
T7,168
T8,131
T870001,10
T9,244
T980003,47
TC,75
TC80003,76
TCT,209
TGG0001,202
TH0000,112
TH00083,332
TH016,43
TI405,51
TMD4,1158
TMD5,88
TR00061,95
TR017,33
TU00081,219
TW001,152
TW001A,47
TW003,101
TW003A,53
TW004,23
TW005,129
TWP01,123
TWP02,298
TWP03-1,67
TWP03-2,811
TWP04,26
TWP05,50
TWP06,67
TWP07,146
TWP08,219
TWP09,29
TWP10,117
TWP11-1,377
TWP11-2,1138
TWP12,115
TY000,96
UC000UC,63
UN00703,40
UN01,816
UN02,558
UN10002,108
UN801,15
UNE,22
UNE000,208
UNT,143
UNV,119
V100011,16
VA00013,92
VA01,827
VA021,61
VA4401,2
VA4402,42
VA4403,2
VA503,22
VAF,81
VAH101,4
VAH114,594
VB0NO,278
VB0SO,137
VC11,1210
VC21,1156
VC31,1171
VC32,82
VC33,9
VC41,1230
VC42,337
VC44,11
VCC0002,24
VE000,113
VI01,377
VI605,12
Voorhee,121
W1 Lake,2
W100001,459
W100014,11
W1ILL,16
W200001,68
W3 Ind,7
W300001,122
WA,528
WA0000,83
WA00002,97
WA00063,82
WA0026,256
WA01,89
WA02,365
WA02002,88
WA03,13
WA05,1
WA08,2
WA09,3
WA10,41
WA11,2
WA13,4
WA20002,19
WA30002,190
WA302,290
WA40000,175
WA4601,38
WA80002,54
WAD00,59
WAJ,142
WB,313
WB000,20
WC,1369
WC000ML,130
WC024,527
WC30003,34
WCenter,104
WE04001,254
WE0WE,23
WE4801,39
WEG00,216
WET,502
WG,266
WH,98
WH00009,138
WHW,109
WI,365
WI00008,135
WI00082,91
WI0WI,50
WI504,17
WIC,77
WIX,212
WIX1,28
WL024,68
WM00064,79
WMCD2,461
WMCD5,157
WP10004,104
WR5001,25
WR70002,39
WR80002,112
WS0028,147
WS10002,189
WSA,46
WSF00,225
WT,264
WT702,138
WT80002,98
WV6,447
WV9,43
WVEX6,293
WYD0000,131
XX0001,619
YOH114,402
YY0002,423
ZZ0003,513
