text_phone_exchange,Count
381,2993
382,1570
383,3653
384,2048
385,1291
386,914
387,900
388,3008
389,697
390,4115
391,2096
392,1561
393,6769
394,489
395,266
396,952
397,1659
398,430
399,669
400,714
401,986
402,1430
403,537
404,1662
405,846
406,2896
407,454
408,2241
409,4054
41,1
410,3073
411,11
412,1428
413,755
414,664
415,311
416,1495
417,1159
418,3118
419,505
420,554
421,2753
422,2364
423,2015
424,3697
425,1093
426,2488
427,494
428,768
429,1009
430,2436
431,2175
432,3184
433,1981
434,938
435,998
436,157
437,1761
438,1955
439,1230
440,2732
441,3762
442,2178
443,2120
444,881
445,825
446,1362
447,1515
448,1688
449,2627
450,524
451,1643
452,1893
453,924
454,622
455,577
456,2931
457,719
458,1086
459,677
460,646
461,4486
462,1380
463,417
464,231
465,533
466,867
467,300
468,319
469,2159
470,725
471,603
472,1525
473,1181
474,2353
475,1832
476,726
477,2731
478,1231
479,1479
480,924
481,3777
482,837
483,1065
484,2446
485,2330
486,2344
487,287
488,3477
489,613
490,1110
491,3338
492,3334
493,832
494,1209
495,363
496,658
497,300
498,619
499,1857
500,726
501,649
502,425
503,231
504,719
505,580
506,2638
507,606
508,353
509,602
510,754
511,5
512,709
513,580
514,701
515,4357
516,2880
517,1039
518,3485
519,3016
520,673
521,2805
522,4029
523,1354
524,1710
525,467
526,2297
527,1269
528,983
529,1661
530,2405
531,1264
532,2081
533,776
534,1588
535,501
536,705
537,1871
538,521
539,2036
54,1
540,652
541,1880
542,1361
543,2079
544,2859
545,1322
546,807
547,1803
548,2311
549,1704
550,5180
551,1194
552,163
553,1676
554,3427
555,37
556,999
557,356
558,3812
559,1807
56,1
560,870
561,573
562,2496
563,1153
564,1182
565,1011
566,531
567,387
568,2199
569,384
570,1049
571,463
572,195
573,2133
574,292
575,1539
576,263
577,3360
578,209
579,2126
580,1423
581,691
582,764
583,1898
584,885
585,1020
586,277
587,1570
588,738
589,644
590,552
591,588
592,1128
593,1678
594,1920
595,283
596,1531
597,459
598,408
599,1451
600,387
601,564
602,1744
603,780
604,272
605,2171
606,331
607,179
608,3022
609,1606
610,192
611,2
612,826
613,858
614,1567
615,1720
616,1265
617,6409
618,920
619,2936
620,2482
621,2347
622,525
623,1453
624,2022
625,2185
626,3598
627,540
628,1593
629,685
630,1101
631,3095
632,1521
633,5222
634,2995
635,990
636,3696
637,294
638,2103
639,3695
64,1
640,7824
641,2876
642,2092
643,3385
644,3424
645,2519
646,490
647,464
648,4402
649,2248
650,4317
651,2227
652,973
653,1316
654,1144
655,4646
656,1726
657,587
658,805
659,565
66,1
660,3834
661,804
662,2351
663,2980
664,2145
665,3127
666,189
667,611
668,721
669,3814
670,1846
671,851
672,2425
673,813
674,1241
675,1228
676,788
677,1480
678,659
679,401
680,4981
681,3608
682,3574
683,3084
684,1906
685,3140
686,2095
687,4271
688,1433
689,1774
690,277
691,2392
692,257
693,259
694,1205
695,469
696,389
697,700
698,246
699,484
7,1
70,1
700,9
701,667
702,987
703,445
704,3265
705,1035
706,5120
707,2164
708,3966
709,2755
710,2732
711,2
712,1503
713,1888
714,808
715,323
716,571
717,1514
718,502
719,1690
72,1
720,227
721,4773
722,4107
723,328
724,2314
725,645
726,1083
727,4837
728,1402
729,2290
730,2024
731,2960
732,372
733,2946
734,2668
735,1173
736,470
737,3074
738,1758
739,420
740,330
741,1970
742,2095
743,1116
744,3164
745,889
746,461
747,1956
748,891
749,2905
750,416
751,255
752,761
753,267
754,853
755,5634
756,505
757,2998
758,559
759,532
760,2510
761,1292
762,2252
763,273
764,5233
765,2253
766,4524
767,1314
768,2345
769,779
770,1657
771,501
772,2156
773,2023
774,285
775,3217
776,2746
777,2369
778,2676
779,1864
780,2217
781,306
782,3143
783,918
784,449
785,297
786,1196
787,3163
788,3861
789,2638
790,132
791,675
792,1594
793,2116
794,4589
795,1034
796,1785
797,1139
798,1299
799,1427
800,607
801,294
802,716
803,1691
804,2225
805,1407
806,4935
807,2193
808,777
809,461
810,639
811,2
812,349
813,1047
814,1044
815,259
816,359
817,2371
818,225
819,1750
820,2208
821,2849
822,1309
823,1779
824,503
825,3085
826,1485
827,3096
828,942
829,3953
830,936
831,1615
832,3121
833,2820
834,210
835,939
836,983
837,1256
838,1792
839,1120
84,1
840,1909
841,4333
842,3254
843,1918
844,2031
845,3351
846,633
847,1069
848,316
849,358
850,2016
851,2501
852,610
853,465
854,417
855,1043
856,2419
857,461
858,214
859,354
860,587
861,705
862,546
863,714
864,561
865,1444
866,607
867,371
868,624
869,886
870,1084
871,2535
872,1584
873,927
874,994
875,1768
876,661
877,1094
878,439
879,622
880,1218
881,276
882,1428
883,1724
884,569
885,815
886,1113
887,510
888,2556
889,716
890,628
891,331
892,309
893,1411
894,1656
895,289
896,706
897,3341
898,744
899,3947
900,295
901,607
902,146
903,179
904,879
905,403
906,510
907,1016
908,2026
909,2563
910,388
911,3
912,748
913,158
914,987
915,1313
916,437
917,1562
918,340
919,185
920,296
921,594
922,745
923,412
924,394
925,1511
926,639
927,1455
928,399
929,182
93,1
930,252
931,1571
932,730
933,269
934,96
935,374
936,136
937,604
938,1146
939,300
940,2196
941,765
942,1460
943,1337
944,1591
945,1659
946,624
947,936
948,1230
949,205
950,5
951,1245
952,2194
953,1345
954,792
955,750
956,653
957,1090
958,9
959,6
96,1
960,3236
961,2172
962,1504
963,2391
964,313
965,306
966,690
967,413
968,396
969,2044
970,102
971,173
972,1395
973,466
974,116
975,138
976,6
977,352
978,466
979,2973
980,2510
981,278
982,604
983,536
984,238
985,715
986,567
987,162
988,441
989,591
99,1
990,2509
991,1828
992,2365
993,2544
994,183
995,203
996,103
997,228
998,578
999,1358
