district_pt,Count
"PT0,PT217,PT218,PT219,PT220",286
PT00,12317
PT000,766
PT000010,1383
PT000020,2067
PT00002A,893
PT000030,3319
PT000040,1751
"PT000040,PT000070",214
PT00004A,1399
PT000050,2334
PT00005A,605
PT000060,2365
PT00006A,222
PT000070,2977
PT00007A,553
PT00007B,4
PT000080,3156
PT000090,3305
PT0001,9735
"PT0001,PT0002,PT0003,PT0004",686
PT000100,2601
PT00010A,387
PT000110,2245
PT00011A,498
PT000120,2012
PT00012A,1127
PT000130,1947
PT00013A,1165
PT00013C,5
PT000140,2908
PT00014A,940
PT000150,1287
PT00015A,438
PT000160,427
PT00016A,1714
PT000170,3400
PT000180,1497
PT00018A,1436
PT000190,708
PT00019A,1669
PT0002,1
PT000200,2756
PT00020A,437
PT000210,1676
"PT000210,PTJCW2P8",352
PT000220,2118
PT00022A,138
PT000230,639
PT00023A,2209
PT000240,1501
PT000250,1103
PT000260,1662
PT000270,761
PT00027A,620
PT000280,499
PT000290,188
PT00029A,640
PT0003,25
PT000300,431
PT00030A,421
PT000310,81
PT00031A,727
PT000320,404
PT000330,603
"PT000330,PTJCW3P3",1049
PT000340,803
"PT000340,PTJCW3P4",494
PT000350,660
PT000360,706
PT000370,549
PT00037A,386
PT0004,324
PT0005,489
"PT0005,PT0006,PT0007,PT0008",1451
PT0006,354
PT0007,574
PT0008,304
PT0009,125
"PT0009,PT0010,PT0011,PT0012",1242
PT0010,3599
PT0011,116
PT0012,160
PT0013,250
"PT0013,PT0014,PT0015,PT0016",905
PT0014,212
PT0015,478
PT0016,984
PT0017,451
"PT0017,PT0018,PT0019,PT0020",796
PT0018,884
PT0019,137
PT002,36
PT0020,4819
PT0021,24
"PT0021,PT0022,PT0023,PT0024",617
PT0022,976
PT0023,258
PT0024,181
PT0025,48
"PT0025,PT0026,PT0027,PT0028",2132
PT0026,72
PT0027,114
PT0028,605
PT0029,659
"PT0029,PT0030,PT0031,PT0032",854
PT002A,1155
PT0030,3113
PT0031,30
PT0032,645
PT0033,167
"PT0033,PT0034,PT0035,PT0036",1067
PT0034,119
PT0035,237
PT0036,409
PT0037,112
"PT0037,PT0038,PT0039,PT0040",2127
PT0038,270
PT0039,42
PT0040,3963
PT0041,314
"PT0041,PT0042,PT0043,PT0044",1538
PT0042,504
PT0043,481
PT0044,309
PT0045,427
"PT0045,PT0046,PT0047,PT0048",3272
PT0046,496
PT0047,642
PT0048,373
PT0049,593
"PT0049,PT0050,PT0051,PT0052",2826
PT0050,5967
PT0051,192
PT0052,840
PT0053,414
"PT0053,PT0054,PT0055,PT0056",1343
PT0054,813
PT0055,236
PT0056,478
PT0057,36
"PT0057,PT0058,PT0059,PT0060",2204
PT0058,100
PT0059,821
PT005A,273
PT0060,3475
PT0061,25
"PT0061,PT0062,PT0063,PT0064",1611
"PT0065,PT0066,PT0067,PT0068",1999
"PT0069,PT0070,PT0071,PT0072",1776
PT006A,437
PT0070,3336
"PT0073,PT0074,PT0075,PT0076",1832
PT0078,3
"PT007A,PTJCW1P1",619
PT0080,2797
PT0081,2
"PT0081,PT0082,PT0083,PT0084",2479
"PT0085,PT0086,PT0087,PT0088",786
"PT0089,PT0090,PT0091,PT0092",481
PT008A,495
PT0090,2952
"PT0093,PT0094,PT0095,PT0096",978
"PT0097,PT0098,PT0099,PT0100",1034
PT01,3964
PT0100,1651
"PT0100,PTJCW1P4",1058
"PT0101,PT0102,PT0103,PT0104",658
"PT0105,PT0106,PT0107,PT0108",885
"PT0109,PT0110,PT0111,PT0112",694
PT0110,2051
"PT0113,PT0114,PT0115,PT0116",1251
"PT0117,PT0118,PT0119,PT0120",787
PT011A,132
PT0120,2070
"PT0120,PT2420",167
"PT0121,PT0122,PT0123,PT0124",985
"PT0125,PT0126,PT0127,PT0128",347
"PT0129,PT0130,PT0131,PT0132",792
PT0130,2263
"PT0133,PT0134,PT0135,PT0136",440
"PT0137,PT0138,PT0139,PT0140",1322
PT0140,1643
"PT0141,PT0142,PT0143,PT0144",473
"PT0145,PT0146,PT0147,PT0148",2514
"PT0149,PT0150,PT0151,PT0152",1344
PT0150,2894
"PT0150,PTJCW2P2",613
"PT0153,PT0154,PT0155,PT0156",2615
"PT0157,PT0158,PT0159,PT0160",140
PT0160,2019
"PT0161,PT0162,PT0163,PT0164",472
"PT0165,PT0166,PT0167,PT0168",1021
"PT0169,PT0170,PT0171,PT0172",1878
PT016A,911
"PT016A,PTJCW2P3",135
PT0170,1706
"PT0173,PT0174,PT0175,PT0176",91
PT0180,1501
"PT0181,PT0182,PT0183,PT0184",207
"PT0185,PT0186,PT0187,PT0188",520
"PT0189,PT0190,PT0191,PT0192",425
PT0190,1110
"PT0190,PTJCW3P2",820
"PT0195,PT0196,PT0197,PT194",383
"PT0198,PT0199,PT0200,PT0201",291
PT01MD,4
PT02,1911
PT0200,2037
"PT0201,PT0202,PT0203,PT0204",77
"PT0202,PT0203,PT0204,PT0205",74
PT0210,2584
PT0220,3614
PT022A,674
"PT022A,PTJCW4P4",943
PT0230,1429
PT0240,1931
PT0250,1510
PT025A,144
PT0260,2902
PT026A,661
PT0270,3452
PT0271,304
PT0280,2251
PT0290,1509
PT02MD,1576
PT03,2167
PT0300,1751
"PT0301,PT0302,PT0303,PT0304",84
PT0310,1165
PT0320,1997
PT0350,865
PT0360,899
PT037A,420
PT0380,637
PT039A,1310
PT039B,589
PT03MD,2
PT04,3294
PT0400,621
"PT0401,PT0402,PT0403,PT0404",70
PT0410,557
PT0420,703
PT0430,206
PT0440,103
PT0450,340
PT0460,1338
PT0470,74
PT0480,123
PT0490,1297
PT04MD,1435
PT05,4459
PT0500,273
"PT0501,PT0502,PT0503,PT0504",157
PT0510,269
PT0520,167
PT0530,207
PT0540,169
PT055A,757
PT0560,1164
PT0570,166
PT0580,79
PT0590,262
PT05MD,1781
PT06,1364
"PT0601,PT0602,PT0603,PT0604",25
PT0610,552
PT0620,772
PT0630,481
PT0640,191
PT0650,481
PT0660,181
PT0670,97
PT0690,82
PT06MD,1028
PT07,2638
PT0700,128
"PT0701,PT0702,PT0703,PT0704",541
PT07MD,1926
PT08,2520
"PT0801,PT0802,PT0803,PT0804",208
PT08MD,664
PT09,3662
"PT0901,PT0902,PT0903,PT0904",51
PT09MD,2676
PT1,821
PT10,2692
PT100,588
"PT1001,PT1002,PT1003,PT1004",57
PT103,897
PT10MD,1681
PT11,3260
PT110,1322
"PT1101,PT1102,PT1103,PT1104",170
"PT1111,PT1112,PT1113,PT1114",496
PT11A,162
PT11MD,982
PT12,3306
PT120,376
PT120020,382
PT120030,579
PT120040,342
PT120070,15
PT120080,1137
PT120090,1
"PT1201,PT1202,PT1203,PT1204",69
PT120110,421
PT12015B,8
PT12A,673
PT12MD,99
PT13,2169
PT130,963
PT130010,2365
PT130020,3799
PT130030,3673
PT130040,493
PT130050,235
"PT1301,PT1302,PT1304,PT1305",38
"PT13A,PTOP1",901
PT13MD,289
PT14,1283
"PT14,PTOP2",1096
PT140,696
PT140010,1057
PT140020,998
PT140030,993
PT140040,823
"PT1401,PT1402,PT1403,PT1404",12
PT14MD,974
PT15,433
"PT15,PTOP3",648
PT150,491
PT150010,242
PT150020,114
PT150030,243
PT150040,32
PT150050,51
PT150060,188
PT150070,32
PT150080,107
PT150090,27
"PT1501,PT1502,PT1503,PT1504",95
PT15MD,1487
PT16,743
"PT16,PTOP4",1890
PT160,266
"PT1601,PT1602,PT1603,PT1604",28
PT16MD,1356
PT17,829
PT170,113
"PT1701,PT1702,PT1703,PT1704",106
PT17MD,2519
PT18,633
"PT18,PTOP6",686
PT180,62
"PT1801,PT1802,PT1803,PT1804",136
PT18MD,225
PT19,982
"PT19,PTOP7",1963
PT190,43
"PT1901,PT1902,PT1903,PT1904",344
PT19MD,1380
"PT1WDM,PT1WDW,PT1WRM,PT1WRW",495
PT2,1427
PT20,872
PT200,231
PT200010,776
PT200020,584
PT200030,257
PT200040,1321
PT200050,257
PT200060,130
"PT2001,PT2002,PT2003,PT2004",355
"PT20A,PTOP8",1789
PT20MD,1791
PT21,903
PT210,1935
"PT2101,PT2102,PT2103,PT2104",40
"PT2111,PT2112,PT2113,PT2114",571
PT21MD,362
PT22,934
PT220,847
PT220000,4000
PT220010,633
PT220020,3428
PT220030,2214
PT220040,436
"PT220040,PTJCW1P2",344
PT220050,1327
"PT220050,PTJCW1P2",110
PT220060,122
"PT220060,PTJCW1P3",320
"PT220070,PTJCW1P3",303
PT220080,136
"PT220080,PTJCW1P5",223
PT220090,471
"PT220090,PTJCW1P5",443
PT220100,212
"PT220100,PTJCW1P7",462
PT220110,4
"PT220110,PTJCW1P7",742
PT220120,596
"PT220120,PTJCW2P1",146
"PT220130,PTJCW2P1",109
PT220140,408
"PT220140,PTJCW3P1",190
"PT220150,PTJCW3P1",205
"PT220160,PTJCW4P2",383
"PT220170,PTJCW4P2",64
PT220180,255
PT220190,35
"PT220200,PTJCW1P6",573
"PT220210,PTJCW1P6",448
PT220230,59
"PT2211,PT2212,PT2213,PT2214",652
PT22MD,517
PT23,664
PT230,292
PT23MD,1378
PT24,1553
PT240,72
PT2410,45
PT2420,144
PT2430,329
PT2440,448
PT24MD,1887
PT25,1192
PT25MD,1294
PT26,303
"PT2601,PT2602,PT2603,PT2604",128
PT26MD,425
PT27,147
PT27MD,171
PT28,468
PT28MD,20
PT29,120
PT29d,4
PT29MD,176
"PT2WDM,PT2WDW,PT2WRM,PT2WRW",515
PT3,1935
PT30,1119
PT300010,33
PT30MD,1598
PT31,420
"PT3111,PT3112,PT3113,PT3114",948
PT32,523
PT33,454
PT34,14
PT35,94
PT36,442
PT37,61
"PT3WDM,PT3WDW,PT3WRM,PT3WRW",378
PT4,1045
PT40,254
PT400020,172
"PT4111,PT4112,PT4113,PT4114",431
PT4a,4
PT4b,10
PT4c,7
PT5,965
PT50,300
PT500010,457
PT500020,1287
PT6,871
PT60,417
PT6a,2
PT7,335
PT70,862
PT8,830
PT80,996
"PT800150,PTJCW2P4",90
PT9,621
PT90,349
PT900020,3
PT900090,26
PT900120,331
PT900140,12
"PT900140,PTJCW2P6",414
PT900150,79
PT900180,149
"PT900180,PTJCW2P7",1014
"PT900190,PTJCW4P1",642
"PT900210,PTJCW4P3",956
PT900230,153
PT900250,117
"PT900260,PTJCW2P5",564
PT900280,951
"PTALDM,PTALDW,PTALRM,PTALRW",108
"PTBBDM,PTBBDW,PTBBRM,PTBBRW",122
"PTBRDM,PTBRDW,PTBRRM,PTBRRW",61
"PTBVDM,PTBVDW,PTBVRM,PTBVRW",164
PTCAMD,329
PTCOM01,136
PTCOM02,553
PTCOM03,824
PTCOM04,1311
PTCOM05,1212
PTCOM06,737
PTCOM07,620
PTCOM08,438
PTCOM09,720
PTCOM10,1580
PTCOM11,619
PTCOM12,1026
PTCOM13,867
PTCOM14,2066
PTCOM15,794
PTCOM16,1303
PTCOM17,1007
PTCOM18,431
PTCOM19,1332
PTCOM20,134
PTCOM21,223
PTCOM22,177
PTCOM23,202
PTCOM24,384
PTCOM25,268
PTCOM26,244
PTCOM27,276
PTCOM28,206
PTCOM29,361
PTCOM30,111
PTCOM31,192
PTCOM32,339
PTCOM33,296
PTCOM34,87
PTCOM35,499
PTCOM36,157
PTCOM37,943
PTCOM38,61
PTCOM39,67
PTCOM40,39
PTCOM41,99
"PTCRDM,PTCRDW,PTCRRM,PTCRRW",284
PTDAMD,95
PTECCMD,309
"PTECDM,PTECDW,PTECRM,PTECRW",88
PTECMD,463
PTEUMD,462
"PTFADM,PTFADW,PTFARM,PTFARW",41
PTFAMD,200
"PTFDDM,PTFDDW,PTFDRM,PTFDRW",128
"PTFRDM,PTFRDW,PTFRRM,PTFRRW",95
PTGLMD,78
PTGR2MD,16
PTGR3MD,5
PTGR4MD,4
"PTGRDM,PTGRDW,PTGRRM,PTGRRW",55
PTGRMD,623
PTGYMD,130
"PTJFDM,PTJFDW,PTJFRM,PTJFRW",86
"PTLBDM,PTLBDW,PTLBRM,PTLBRW",37
PTLIMD,126
"PTLNDM,PTLNDW,PTLNRM,PTLNRW",68
PTLP1,524
PTLP2,334
"PTNWDM,PTNWDW,PTNWRM,PTNWRW",106
PTOHAMD,223
PTOHMD,66
PTP-1,2971
PTP-2,2535
PTP2,244
PTPVMD,282
"PTRCDM,PTRCDW,PTRCRM,PTRCRW",88
"PTRIDM,PTRIDW,PTRIRM,PTRIRW",163
PTSCAMD,69
"PTSCDM,PTSCDW,PTSCRM,PTSCRW",313
PTSCMD,208
PTSHAMD,6
PTSHBMD,36
PTSHDMD,153
PTSHEBMD,2
PTSHMD,2
PTSMMD,569
PTSOMD,263
PTSVMD,665
"PTUNDM,PTUNDW,PTUNRM,PTUNRW",23
"PTWADM,PTWADW,PTWARM,PTWARW",50
PTWLMD,424
"PTWRDM,PTWRDW,PTWRRM,PTWRRW",73
PTWSAMD,5
PTWSBMD,27
PTWSMD,83
