precinct_part_text_name,Count
08.1 Rolla City/C-1/217,252
08.1 Waldo City CC2 399,30
09,2676
09.1,621
09.1 Taloga Twp/C-1/218,66
09.2 Taloga Twp/C-2/218,22
1 East Rossville 321-1,14
1 East Rossville 321-2,270
1 East Rossville 321-2-R,375
1 Pct 1 Ward,872
1 Pct 2 Ward,786
1 Pct 3 Ward,1034
1 Pct 4 Ward,658
1 Pct 5 Ward,885
1 Pct 6 Ward,985
1 Pct 7 Ward,473
1.1,782
1.1  Burrton City - 369,499
1.1 Atlanta Township,46
1.1 Bazaar Local Board 3,75
"1.1 Hanston City, N, 228, C1",109
1.1 Ward One,624
1.2 Atlanta Township,2
"1.2 Marena Twp N 228, C1",72
1.3 Atlanta Township,65
"1.3 Marena Twp N 496, C1",7
1/1 501-2,453
1/2 345-A,113
1/2 501-2,378
1/3 345-B,418
1/4 345-B,428
1/4 501-2,170
1/5 345-A,836
1/5 501-2,29
1/6 345-A,212
1/6 345-B,388
1/6 345-C,342
1/7 345-B,3
1/9 345-A,1
10,1681
10 West Silver Lake 321-2,5
10 West Silver Lake 372,155
10 West Silver Lake 372-S,385
10.1,1000
10.1 Belle Plain Twp,19
10.1 East Strong Strong City,258
10.1 Odessa Township,39
"10.1 Valley 227, C1",32
10.1 Westola Twp/C-2/218,46
10.2 Belle Plain Twp,6
"10.2 Valley 228, C1",2
10.3 Edmond City,34
10.4 SandCreek Twp,7
10.5 SandCreek Twp,8
10.6 SandCreek Twp,5
10.7 Solomon Twp,9
10/1 501-3,538
10/10 437-A,5
10/10 501-3,566
10/11 437-A,270
10/11 501-3,523
10/13 437-A,59
10/14 437-A,349
10/14 501-3,194
10/2 437-A,2
10/2 501-3,397
10/3 501-3,852
10/4 501-3,516
10/5 501-3,467
10/6 501-3,420
10/7 501-3,532
10/8 501-3,490
10/9 501-3,348
1001.1,178
1002.1,1264
1003.1,6
1003.2,486
1003.3,3
1003.4,82
1004.1,1651
1005.1,21
1006.1,154
1008.1,78
1008.2,16
102,1251
103,284
104,130
105 in USD 259-3,816
105 in USD 259-6,314
106 in USD 259-3,2141
106 in USD 259-6,307
107,2048
108,1404
109,1575
11,982
11.1,1492
11.1 Athelstane,80
11.1 Homestead,38
11.1 Lincoln Twp,13
11.1 Pioneer Township USD112-5,7
11.1 Russell City Ward I CC3,460
"11.1 W Sawlog, 227, Com 5",27
11.1 Ward  1,802
11.2 Pioneer Township,31
11.2 West Union Twp,22
11.3 Pioneer Township,16
11.4 Pioneer Township USD112-6,2
11.5.1 Russell City Ward 1 CC5,234
11/1 501-3,395
11/10 501-3,366
11/2 501-3,515
11/3 501-3,412
11/4 501-3,629
11/5 501-3,530
11/6 501-3,513
11/7 501-3,545
11/8 501-3,553
11/9 501-3,570
110,1920
111 in USD 259-1,465
111 in USD 259-2,16
112,1798
113,1750
114 in USD 259-1,1269
114 in USD 259-6,398
116,2209
117,1816
118,2011
119,1666
12,99
12 Grove 321-1,2
12 Grove 321-2,34
12 Grove 372,520
12.1,2066
12.1 Blaine,205
12.1 City of Raymond - Raymond,45
12.1 Matfield MFG City,44
12.1 Russell City Ward 2 CC2,636
12.1 Ward  2,572
"12.1City of Jetmore, N, C2",242
12.2 Raymond Township,4
12.3 Raymond Township,55
12.4.1 Russell City Ward 2 CC4,114
12/1 437-A,516
12/1 501-3,73
12/11 437-C,758
12/11 501-3,104
12/13 437-A,602
12/14 437-A,537
12/15 437-A,909
12/16 437-C,403
12/16 501-3,638
12/17 437-C,8
12/19 437-A,119
12/2 437-A,555
12/20 437-A,686
12/3 437-A,303
12/3 501-3,216
12/31 437-A,430
12/4 501-3,605
12/5 437-A,500
12/6 501-3,681
12/7 437-C,89
12/7 501-3,661
12/8 501-3,593
12/9 501-3,975
120,1618
121,1267
122,2810
123,390
126,383
127  in USD 259-1,39
128,1447
129,571
13,289
13.1,1933
13.1 Bloom,7
"13.1 Jetmore, City S, C3",243
13.1 Matfield,49
13.1 Russell City Ward 3  CC3,164
13.1 Sterling Township,144
13.1 Ward 3,519
13.2 Bloom,94
13.4.1 Russell City Ward 3 CC4,420
13.5.1 Russell City Ward 3 CC5,136
13/1 437-C,2
13/12 437-C,987
13/2 437-A,280
13/21 437-A,149
13/22 437-A,130
13/30 437-A,334
13/5 437-A,55
13/6 437-C,203
13/8 437-A,9
13/9 437-A,170
130 in USD 259-3,949
130 in USD 259-4,170
133,44
135,453
136 in USD 259-1,882
137,1541
138,1927
14,974
14 Kiro 345-A,395
14 Kiro 372,337
14.1,2397
14.1 Chapman,76
14.1 City of Little River -Un,359
14.1 Russell City Ward 4 CC1,498
14.1 Toledo,248
14.1 Ward 4  Comm Dist #1,422
"14.1Jetmore City NW, C5",68
"14.2 Center SW, C5",46
14.2 Union,141
14.2 Ward 4  Comm Dist #2,432
14.5.1 Russell City Ward 4 CC5,175
14/01 437-B,641
14/01 501-3,284
14/02 437-B,819
14/03 437-B,456
14/04 437-C,1086
14/05 437-C,485
14B.1,471
15,1487
15 Messhoss Creek 345-A,312
15 Messhoss Creek 372,242
15.1,1733
"15.1 Center Twp SE,C4 227",32
15.1 City of Alden -Valley Twp,89
15.1 Clay Center,300
15.1 West Falls CWF City,297
15.2 Valley Township,79
15/01 450-C,851
15/02 450-C,546
15/03 450-C,78
16,1356
16.1,1750
"16.1 Center Twp N, 227, C1",51
16.1 City of Geneseo - Victori,177
16.1 Exeter,62
16.1 West Falls Local Board 1,68
16.2 Victoria Township,7
16.3 Victoria Township,3
16.4 Victoria Township,36
16.5 Victoria Township,11
16.6 Victoria Township,13
17,2519
17.1,2142
17.1 East Wash Twp,46
17.1 Five Creeks,94
17.1 West Strong,20
17.2 East Wash Twp,64
17.3 East Wash Twp,10
17.4 East Wash Twp,8
18,225
18.1,2379
18.1 Garfield,3
18.1 West Strong Strong City,43
18.1 West Wash Twp,66
18.2 Garfield,71
18.2 West Wash Twp,5
18.3 West Wash Twp,31
180010 - Weir City,442
19,1380
19.1,2294
19.1 Gill,98
19.1 Wilson Township,33
19.3 Wilson Township,8
19.4 Wilson Township,26
19.5 Wilson Township,12
19.6 Wilson Township,14
1st Ward,807
1st Ward - 109 2/5 C3,112
1st Ward - 109 3/6 C3,383
1st Ward Exclave Colonial,15
1st Ward Exclave Halls,22
1st Ward/333/MD1/CC1,496
2-1-1.1 Halstead City - 440-1,398
2-1-1.2 Halstead City - 440-2,155
2-1-2.1 Halstead City  - 440-1,10
2-1-2.2 Halstead City - 440-2,814
2 Pct 2 Ward H40,481
2 Pct 2 Ward H41,140
2 Pct 5 Ward,694
2 Pct 6 Ward H38,347
2 Pct 6 Ward H40,472
2 Pct 7 Wd 453,2014
2 Pct 7 Wd 469,500
2 West Rossville 321-1,77
2 West Rossville 321-2,207
2 West Rossville 321-2-R,285
2.1,795
2.1 Bell Township,4
2.1 Cedar USD 398,20
2.1 Clifton City,150
"2.1 Hanston City, S, 228, C4",78
2.2 Bell Township,6
2.2 Cedar USD 284,38
"2.2 Marena S, 228, C4",29
2.2 Ward Two,683
2/1 501-1,545
2/10 501-1,516
2/11 501-1,411
2/2 501-1,427
2/3 501-1,446
2/4 501-1,417
2/5 501-1,373
2/6 501-1,476
2/7 501-1,327
2/8 501-1,415
2/9 501-1,537
20,1791
20.01 EBC 432/111,19
20.02 EBC/IMBC 489/111,420
20.03 EBC/IMSE 489/111,67
20.04 EBC 489/111,313
20.1,2581
20.1 Goshen,43
20.1 Rockville Township,114
2001.1,76
2001.2,457
2002.1,47
2002.2,83
2002.3,45
2003.1,156
2003.2,111
2004.1,2
2005.1,6
2007.1,2
2008.1,6
2010.1,4
2011.1,34
2013.1,1
2014.1,4
2016.1,14
2017.1,3
2018.1,4
2019.1,193
2019.2,66
2020.1,2
2021.1,32
2022.1,95
2024.1,2
2025.1,31
205,864
206,638
207 in USD 259-2,2160
207 in USD 259-3,960
208,615
209,1763
21,362
21 Urban Hills 345-A,16
21.01 NBC 489/111,300
21.02 NBC/IMPA 489/111,103
21.1,700
21.1 Grant,145
21.2,22
21.3,169
21.4,4
210,2272
211,914
214,1923
215,2999
216,1577
217 in USD 259-2,1407
217 in USD 375-1,516
218 in USD 259-1,2662
218 in USD 259-2,392
218 in USD 375-1,274
22,517
22 Ltl Muddy Crk 345-C,446
22.01 WBC 489 /111,6
22.1,1389
22.1 Hayes,156
22.2,97
221 in USD 259-2,1161
222 in USD 259-2,438
222 in USD 375-1,807
223 in USD 259-2,1057
223 in USD 385-2,717
224 in USD 259-2,2915
224 in USD 259-3,465
225,3764
226,2261
227 in USD 259-2,363
227 in USD 385-2,1155
228,2574
23 (305),1376
23 (306-36),2
23.01 BU 270/110,34
23.02 BU 489/110,500
23.03 BU 269/110,4
23.05 BU 432/110,7
23.1,838
23.1 Highland,115
23.2,39
230,105
233,838
235,567
236,1119
238,270
239,99
24,1887
24 Sac 345-C,804
24.1,1413
24.1 Mulberry,10
24.2,230
24.2 Mulberry,15
24.3,41
24.3 Mulberry,4
24.4,1
24.5,5
24.6,186
240 in USD 259-2,101
240 in USD 385-2,243
241 in USD 385-2,185
242 in USD 385-2,334
243,68
246 in USD 260,263
247,472
248 in USD 259-3,47
249 in USD 259-2,1566
25,1294
25 Sherman 345-B,40
25 Sherman 345-C,679
25.1,988
25.1 Kanorado City,89
25.1 Oakland,3
25.2,32
25.2 Oakland,46
25.3,337
250 in USD 385-2,728
251,677
252,780
257,1
26,425
26 Iroquois 345-A,932
26.01 FR 432/110,67
26.02 FR 403/110,1
26.04 FR 489/110,2
26.1,6
26.1 Republican,129
26.2,171
26.3,126
263/3,1020
263/3 exclave B,2
263/3 H 82,192
263/3 H82,2
263/3 H82 Pt A,1
263/3 Pt A,1
"263/3, BP Twnshp DD",3
"263/3, BP Twnshp DD H 82",7
"263/3, Cowskin DD",404
"263/3, cowskin drainage",6
"263/3, Peck Imp Dist",77
2633/3 H82,263
264,244
27,171
27.01 HE 399/110,10
27.02 HE 407/110,2
27.03 HE 432/110,182
27.04 HE/GFD 432/110,108
27.1,897
27.1 Sherman,9
27.2,121
27.2 Sherman,42
28,20
28 West Wichita 345-A,586
28.1,60
28.1 Union,120
28.2,408
29,176
29 Indianola 345-A,304
29 Indianola 345-B,422
29.1,962
29.2,10
29D.1,4
2nd Ward,839
2nd Ward - 109 3/6 C3,515
2nd Ward/1st Prec/333/MD1/CC2,49
2nd Ward/1st Prec/333/MD2/CC2,522
2nd Ward/2nd Prec/333/MD1/CC2,102
2nd Ward/2nd Prec/333/MD2/CC2,546
2nd Wd/2nd Prec/333/MD2/CC2 Ex,4
2T/Toronto City,170
3-1-1 Hesston City - 460,1311
3-1-2 Hesston City - 460,1212
3 Pct 2 Ward,978
3 Pct 5 Ward,1251
3 Pct 6 Ward,792
3 Pct 7 Ward 453 H38,1322
3 Pct 7 Ward 453 H40,1420
3 Pct 7 Ward 469 H38,22
3 Pct 7 Ward 469 H40,458
3.1,1044
"3.1 Benton Twp, 227, C5",29
3.1 Cedar Point,11
3.1 Center Township,5
3.1 Green City,92
3.2 Ward Three,663
3.3 Center Township,10
3.4 Center Township,62
3/1 501-2,516
3/10 501-1,59
3/2 501-2,399
3/3 501-2,442
3/4 501-2,456
3/5 501-2,329
3/6 501-1,48
3/6 501-2,300
3/7 501-2,517
3/8 501-2,406
3/9 501-1,398
3/9 501-2,198
30 (305),1598
30 Apache 345-A,719
30.1,772
30.2,45
30.3,329
30.4,176
30.5,63
30.6,33
30.7,10
30.8,89
3001.2,15
3002.1,1
3003.1,3
3004.1,1
3006.1,15
3009.1,168
3009.2,47
301,996
3010.1,1000
3010.2,71
302,2037
303,1072
304,856
305,478
306,2298
307,1578
308,1818
309,177
31 East Wichita 345-A,1065
31.1,1471
31.2,23
31.3,41
310 in USD 259-3,1967
310 in USD 260,21
312,932
313 in USD 259-4,2443
314 in USD 259-3,1427
314 in USD 259-4,681
315 in USD 259-3,1859
316 in 259-4 in RD District,452
316 in 261 in RD District,553
316 in 261 outside RD District,181
317,21
318,239
319,574
32 Fox 340-2,117
32 Fox 345-C,713
32.1,1486
32.2,92
32.3,161
32.4,20
320,663
321,94
324,924
325,1168
326 in USD 259 in RD District,2
326 in USD 261 in RD District,183
328 in USD 260,146
33 Elmont 345-B,1077
33.1,84
33.2,365
33.3,5
330,1620
331,390
331/5,135
331/6,154
332,867
333,1230
334 in USD 259,830
335 in 259-3 in RD District,5
335 in 259-4 in RD District,638
336,276
339 in USD 259-3,930
339 in USD 259-4,1043
34 Kilmer 340-2,79
34 Kilmer 345-C,136
34.1,1
34.2,13
35 Rochester 345-B,703
35.1,89
35.2,5
353 H80,1
353/3,917
353/3 H79,25
353/3 H79 353/3,183
353/3 H80,5
353/3 H80A,17
356/1,167
356/2,496
356/3,855
356/3 H116,37
357/1,619
"357/1, Cowskin DD",254
357/2,729
"357/2, Cowskin DD",17
357/3,827
"357/3, Cowskin DD",30
358/1,283
358/2,708
358/3,314
359/1,244
359/2,195
359/3,264
36 East Soldier 345-C,794
36.1,1205
36.1 Lyons 1st Ward,550
36.2,433
36.3,2
360,331
37 Whitfield 345-A,59
37 Whitfield 345-B,545
37.1,1355
37.1 Lyons 2nd Ward,564
38 Sioux 345-C,627
38.1 Lyons 3rd Ward,543
39 Pottawatomie 345-B,809
39.1,1058
39.1 Lyons 4th Ward,608
3rd Ward,710
3rd Ward - 109 1/4 C1,378
3rd Ward/333/MD1/CC3,207
3rd Ward/333/MD2/CC3,430
3rd Ward/333/MD3/CC3,311
3Y/YC Ward #1 (366 ALG),214
3Y/YC Ward #1 366 ALG,281
3Y/YC Ward #2 366 ALG,405
4-1-1 Newton City - 373,737
4-1-2 Newton City - 373,620
4-1-3 Newton City - 373,438
4-2-1 Newton City - 373,720
4-2-2 Newton City - 373,1580
4-3-1 Newton City - 373,619
4-3-2 Newton City - 373,1026
4-3-3 Newton City - 373,867
4-3-4 Newton City - 373,2066
4-4-1 Newton City - 373,794
4-4-2 Newton City - 373,1303
4-4-3 Newton City - 373,1007
4-4-4 Newton City - 373,431
4 Pct 5 Ward,787
4 Pct 6 Ward H38,440
4 Pct 6 Ward H41,1021
4.1,877
4.1 Almena City,246
4.1 City of Frederick USD112-6,6
4.1 Cottonwood  Local Board 1,101
4.1 Longford City,68
4.10 Almena Twp (Har),1
4.11 Almena Twp (Har),8
4.2 Almena Twp,21
4.2 Eureka Township USD112-6,16
4.3 Almena Twp,47
4.4 Eureka Township USD112-6,9
4.5 Almena Twp,1
4.6 Grant Twp,28
4.7 Grant Twp,9
4.8 Grant Twp,1
4/1 450-A,405
4/1 501-1,36
4/10 501-1,518
4/11 501-2,141
4/14 501-1,57
4/15 501-2,328
4/2 501-1,694
4/3 501-1,398
4/4 501-1,666
4/6 501-2,588
4/7 501-1,353
4/8 501-1,510
4/9 501-1,492
40 Stinson Creek 450-A,261
40.1,984
4001.1,108
4001.2,2
4002.1,314
4006.1,138
4007.1,244
401,1098
402,845
403,1045
404 in USD 259-5,1867
404 in USD 259-6,794
405,1568
406,1703
407,212
408,1718
409,956
41 North Tecumseh 450-A,643
410,2234
411,1
412 in USD 259-5,20
412 in USD 261,71
412 in USD 265,3598
413,2472
414,1030
416 in 259-5,1
416 in 261,1183
417 in 259-4,784
417 in 259-5,532
418 in Riverside Drainage Dist,756
418 out RD Drainage Dist 259-4,711
418 out RD Drainage Dist 259-5,387
419 in Riverside Drainage Dist,698
419 outside RD Drainage Dist,596
42 South Tecumseh 450-B,581
420 in Riverside Drainage Dist,747
420 outside RD Drainage Dist,956
422,1188
423,1699
424,854
425 in 259-4 & Riverside Dist,11
425 in 259-4 outside RD Dist,715
425 in 261 & RD Dist,716
425 in 261 outside RD Dist,1196
426,218
429 in USD 259-4,257
429 in USD 259-5,739
43 Pawnee 450-B,762
431,76
433,758
434,2
437,1023
439 in 261 out RD Dist,3
44 Kaw 450-A,730
44.1 Sterling East Ward,941
444,151
445,736
446 in USD 259-5,1
446 in USD 261,241
447 outside RD Drainage Dist,303
448 outside RD Drainage Dist,131
449 in USD 265,676
45 Peck 450-A,429
45.1,1810
45.1 Sterling West Ward,601
46 East Peck 450-A,447
463/1,43
463/2,70
47 Kiowa 450-B,971
47.1,682
470,54
48 Cheyenne 450-A,754
48.1,1434
49 Ponca 450-B,429
4A.1,4
4B.1,10
4C.1,7
4th Ward,623
4th Ward/333/MD1/CC2,431
5 Pct 6 Ward,1322
5.1,906
5.1 Center Twp,48
5.1 City of Bushton - USD112-5,178
5.1 Diamond USD 397,9
"5.1 Hallet, C5, 227",33
5.1 Morganville City,132
5.1 North Newton - 373,1332
5.2 Center Twp,126
5.2 Diamond USD 284,116
5.2 Farmer Township USD112-5,75
5.3 Center Twp,127
5.3 Farmer Township USD112-6,12
5.4 Center Twp,63
5.5 Emmett Twp,53
5.6 Emmett Twp,29
5/1 501-1,432
5/10 450-B,703
5/11 450-A,654
5/14 450-A,449
5/15 450-B,195
5/2 501-1,486
5/3 501-1,439
5/4 501-1,451
5/5 501-1,522
5/6 501-1,437
5/7 501-1,424
5/8 450-B,98
5/8 501-1,266
5/9 450-B,430
5/9 501-1,262
5/91 450-B,226
50.01 NBC 489 /110,225
503,2391
504,1621
506,2038
507,1911
508 in USD 259-5,1687
509,640
509 in USD 266-1,1639
51.01 WBC 489/110,105
51.1 Big Creek Twp CC1 407,66
51.1 Grant Twp,46
51.4.1 Big Creek Twp CC4 407,50
510,1959
512,4112
513,1847
514,2408
515,2030
516,1280
517,1270
518,1588
519,1848
52 Deer Creek 450-A,13
52 Deer Creek 450-B,21
52.01 HE 432/111,104
52.02 HE/Vic City 432/111,881
52.1 Center Twp CC5 407,107
52.1 Iowa Twp  USD 314,1
52.2 Iowa Twp  USD 352,18
522,1563
523,1539
524,2380
525 in USD 266-1,1847
526 in USD 266-1,2059
526 in USD 266-3,2
527 in USD 266-3,2034
528,2
53 Pauline 450-C,269
53.1 Fairfield Twp CC1 407,29
53.1 Itasca Twp,218
530 in USD 265,616
530 in USD 266-1,1359
531,2794
534,239
539 in USD 265,9
539 in USD 266-1,1610
539 in USD 267-2,297
54 West Potter 437-B,98
54.01 SBC 388/110,43
54.02 SBC 489/110,262
54.03 SBC/Schoen 489/110,151
54.1,1297
54.1 Fairview Twp CC3 299,61
54.1 Lincoln Twp,59
541,3
544,217
545,849
55 Central Pauline 437-B,156
55.01 W BU 388/110,316
55.02 W BU 489/110,28
55.03 W BU 269/110,7
55.1 Grant Twp CC1 407,145
55.1 Llanos Twp  USD 314,26
55.2 Llanos Twp USD 352,4
56 Northwest Monmouth 450-C,531
56.01 W FR 432/110,1
56.02 W FR 489/110,154
56.03 W FR Munj Imprv 489/110,150
56.1 Lincoln Twp CC1 407,83
56.1 Logan Twp,162
57 Northeast Monmouth 450-C,753
57.1 Luray Twp CC3 299,9
57.1 McPherson Twp,20
57.2.1 Luray Twp CC2 299,36
58 South Monmouth 434-1,1
58 South Monmouth 450-C,951
58.1 Paradise Twp CC2 399,75
58.1 Shermanville Twp,22
58.2 Paradise Twp CC2 407,3
58.4 Paradise Twp CC2 407 1215,8
59 N Central Monmouth 450-C,382
59.1 Plymouth Twp CC5 112,73
59.1 Smoky Twp,48
6.1,1038
6.1 Crystal Twp,11
6.1 East Falls CWF City,214
"6.1 North Roscoe, C5, 227",33
6.1 Oak Hill City,21
6.1 Sedgwick City - 439-1,414
6.2 Crystal Twp,6
6.2 Galt Township,8
6.2 Sedgwick City - 439-2,529
6.3 Crystal Twp,4
6.3 Galt Township,4
6.4 Galt Township,24
6.4 Garfield Twp,43
6.5 Galt Township,19
6.5 Rockbranch Twp,12
6.6 Galt Township,2
6.6 Rockwell Twp,6
6.7 Rockwell Twp,7
6.8 Rockwell Twp,7
6/1 501-1,448
6/2 501-1,577
6/3 501-2,498
6/4 501-2,643
6/5 501-2,503
6/6 501-2,422
6/7 437-B,20
6/7 501-2,350
6/8 501-1,718
6/9 437-B,498
6/9 450-C,940
60.1 Russell Twp CC2 407,26
60.1 Stateline Twp,44
60.3.1 Russsell Twp CC3 407,11
60.4.1 Russell Twp CC4 407,15
60.5.1 Russell Twp CC5 407,24
6001.1,388
6001.2,4
6001.3,118
6002.1,2
6003.1,33
6003.2,53
6004.1,6
6005.2,27
6008.1,3
6009.1,2
601 in USD 259-6,2725
6010.1,14
6011.1,9
6013.1,10
6014.1,5
6016.1,35
6018.1,5
6019.1,3
6019.2,8
602 in USD 259-5,1395
602 in USD 259-6,1009
6021.1,18
6024.1,2
6025.1,1
6026.1,6
603 in USD 266-2,661
6032.1,8
6032.2,35
604,2211
605,840
606,729
607,2034
608,1875
609,2607
61.1 Union Twp  USD 314,32
61.2 Union Twp  USD 352,8
61.2.1 Waldo Twp CC2 399,30
61.2.2 Waldo Twp CC2 299,5
61.3 Waldo Twp CC3 407,11
610,1735
611,1219
612,2245
613,1807
614,1234
615,3155
616,1456
617,1036
618,722
619,1836
62 Forbes 450-C,91
62.1 Voltaire Twp,145
62.1 Winterset Twp CC1 407,40
621,616
622 in USD 259-6,1294
622 in USD 262,840
623 in USD 259-6,764
623 in USD 262,1456
624,219
626,20
627,126
629,119
63 Montara 437-B,665
63 Montara 450-C,12
63.1 Washington Twp,65
630 in USD 259-6,5
632 in USD 266-2,795
633,811
634,303
64 Cullen 437-B,745
65 Wakarusa 437-B,589
65 Wakarusa 450-C,143
66 Kingston 450-C,193
6A.1,2
7.1,518
7.1  Walton City - 373,157
7.1 Almelo Twp,55
7.1 East Falls,97
7.1 Harrison Township,109
